"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","57","271847","0.0-7.0-2.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw015.bmp","0,1","noMatchFace","i","3000","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","58","275853","0.0-7.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","59","277734","0.0-7.0-4.4","","1881","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw015.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_mw092.bmp","red","Keep","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","60","278239","0.0-7.0-5.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","61","278745","0.0-7.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","62","281748","0.0-7.0-2.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw012.bmp","0,1","noMatchFace","i","3000","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","63","285753","0.0-7.0-3.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","64","287283","0.0-7.0-4.5","","1529","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw012.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_00050_931230_fa_edt.bmp","green","Share","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","65","287788","0.0-7.0-5.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","66","288288","0.0-7.0-1.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","67","292792","0.0-7.0-2.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw033.bmp","1,0,0","Match","e","4500","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","68","296798","0.0-7.0-3.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","69","298208","0.0-7.0-4.6","","1409","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw033.bmp","1,0,0","Match","e","4500","trustrating_stim/white_mw033.bmp","red","Keep","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","70","298713","0.0-7.0-5.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","71","299214","0.0-7.0-1.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","72","300720","0.0-7.0-2.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw012.bmp","1","noMatchFace","i","1500","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","73","304721","0.0-7.0-3.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","74","305701","0.0-7.0-4.7","","978","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw012.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw092.bmp","green","Share","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","75","306203","0.0-7.0-5.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","76","306709","0.0-7.0-1.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","77","311216","0.0-7.0-2.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw038.bmp","0,1,0","Match","e","4500","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","78","315222","0.0-7.0-3.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","79","317492","0.0-7.0-4.8","","2270","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw038.bmp","0,1,0","Match","e","4500","trustrating_stim/white_mw070.bmp","red","Keep","REAL","0"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","80","317998","0.0-7.0-5.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","81","318499","0.0-7.0-1.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","82","320005","0.0-7.0-2.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw033.bmp","0","noMatchFace","i","1500","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","83","324010","0.0-7.0-3.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","84","325020","0.0-7.0-4.9","","1010","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw033.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw003.bmp","red","Keep","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","85","325523","0.0-7.0-5.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","86","326026","0.0-7.0-1.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","87","327532","0.0-7.0-2.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw038.bmp","0","Match","e","1500","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","88","331537","0.0-7.0-3.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","89","333590","0.0-7.0-4.10","","2052","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw038.bmp","0","Match","e","1500","trustrating_stim/white_mw038.bmp","red","Keep","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","90","334091","0.0-7.0-5.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","91","334596","0.0-7.0-1.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","92","339102","0.0-7.0-2.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw033.bmp","1,0,1","Match","e","4500","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","93","343108","0.0-7.0-3.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","94","344428","0.0-7.0-4.11","","1318","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw033.bmp","1,0,1","Match","e","4500","trustrating_stim/white_mw070.bmp","green","Share","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","95","344934","0.0-7.0-5.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","96","345437","0.0-7.0-1.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","97","348440","0.0-7.0-2.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw033.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","0,1","Match","e","3000","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","98","352445","0.0-7.0-3.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","99","355021","0.0-7.0-4.12","","2574","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw033.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","0,1","Match","e","3000","trustrating_stim/white_mw033.bmp","red","Keep","REAL","0"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","100","355523","0.0-7.0-5.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","101","356024","0.0-7.0-1.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","102","359029","0.0-7.0-2.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw033.bmp","1,0","Match","e","3000","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","103","363034","0.0-7.0-3.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","104","364423","0.0-7.0-4.13","","1388","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw033.bmp","1,0","Match","e","3000","trustrating_stim/white_mw070.bmp","green","Share","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","105","364929","0.0-7.0-5.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","106","365435","0.0-7.0-1.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","107","366935","0.0-7.0-2.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw070.bmp","0","noMatchOutcome","i","1500","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","108","370941","0.0-7.0-3.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","109","372197","0.0-7.0-4.14","","1254","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw070.bmp","0","noMatchOutcome","i","1500","trustrating_stim/white_mw070.bmp","green","Share","REAL","1"
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","110","372701","0.0-7.0-5.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","111","373205","0.0-7.0-1.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","112","374712","0.0-7.0-2.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw033.bmp","0","noMatchFace","i","1500","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","113","378717","0.0-7.0-3.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","2","bdp_wmem","Mon Feb 28 2022 19:14:34 GMT-0500 (Eastern Standard Time)","684778","Match,No Match","html-keyboard-response","114","380084","0.0-7.0-4.15","","1365","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw033.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw003.bmp","red","Keep","REAL","1"
