PROLIFIC_PID,totalTime,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv,subj2LR_posOC,subj2LR_negOC,subj2p0_3prm,subj2NLL_biasedOC,subj2LRTp_biasedOC,subj2LR_biasedOC
5e55e83cc65ccb5ed547cb04,622.936,0.0227272727272727,0.0,0.0227272727272727,45.04,0.0,0.0,0.1666666666666666,50.17,0.0,0.0259090170956428,0.8807970779778824,1.0,423.1908770763454,0.0651385974285725,-0.8548880608822396
63e5b3e89a3823139cb9d35e,335.92,0.803030303030303,0.0,0.7424242424242424,7.36,0.0,0.0,0.1666666666666666,6.21,1.0,0.1101658707635535,0.5,1.0,382.712637841265,4.1283717257788693e-20,
6400ea4cec0b310140841b2d,438.28,0.2272727272727272,0.0,0.2272727272727272,10.95,0.0,0.0,0.0,15.38,0.0,0.0259837753627147,0.2689414213699951,0.5640926952171529,398.2707844239196,2.9493866795049363e-13,
6352b3c968388ef86f3556db,360.793,0.1439393939393939,0.0,0.4318181818181818,2.11,0.0,0.0,0.0,8.86,0.0,0.1132720356082698,0.5,1.0,373.9234729380921,5.7336978237816565e-24,
63dc7b5bf451a34177b66c66,459.587,0.2045454545454545,0.0,0.3787878787878788,8.47,0.0,0.0,0.0,19.5,0.0,0.0506720131435311,0.7310585786300049,0.2062784681048481,371.98279080353547,8.08428924667049e-25,
63d881ab484805569b553bd8,533.905,0.1287878787878787,0.0,0.1136363636363636,4.48,0.0,0.0,0.0,28.24,0.0,0.0304364173154941,0.2689414213699951,1.0,425.2984122130979,1.0,
63d43dc4b4b7a0e426a381cd,534.733,0.0,0.0,0.3257575757575757,8.24,0.0,0.0,0.3333333333333333,19.36,0.0,0.171441786422217,0.8807970779778824,0.8610434887418114,378.7527753835233,7.532961561249097e-22,
5e7abb2c6c89e4000a180b4a,526.602,0.0,0.0,0.4545454545454545,11.27,0.0,0.0,0.1666666666666666,30.92,0.0,0.0564718665805937,0.8807970779778824,-0.2861722255312682,301.0218944902298,8.0774332624716325e-56,-0.8243252113972888
63d42c21dc6f4d60e34cc337,503.41,0.1893939393939394,0.0,0.1666666666666666,11.15,0.0,0.0,0.1666666666666666,33.53,0.0,0.0815801734394746,0.7310585786300049,1.0,400.45871536003705,2.7409035272469147e-12,
62f6bc18e456bdf4bc90dd7b,1462.01,0.4015151515151515,0.0227272727272727,0.5454545454545454,22.21,0.0,0.0,0.1666666666666666,297.74,1.0,0.0378633026514156,0.2689414213699951,0.9155447674864744,419.6870324772043,0.001253922568015,
632aaef27780d596dc7e0a9f,667.598,0.0,0.0,0.2575757575757575,18.27,0.0,0.0,0.0,29.2,0.0,0.0029693377143449,0.7310585786300049,0.7233146750252936,404.310580521157,1.4011628711845714e-10,
63d6873b65a6170d64a652f6,568.048,0.0075757575757575,0.0151515151515151,0.4924242424242424,6.47,0.0,0.3333333333333333,0.0,37.95,0.0,0.2431806663058702,0.2689414213699951,1.0,328.0852679023016,5.17366854962749e-44,
