"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","numBlurs","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","195","593331","0.0-19.0-2.19","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","7","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","80","20"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","196","594341","0.0-19.0-3.19","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","88","20"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","197","594745","0.0-19.0-1.20","","404","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","7","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","93","21"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","198","595003","0.0-19.0-2.20","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","7","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","90","21"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","199","596019","0.0-19.0-3.20","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","90","21"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","200","596345","0.0-19.0-1.21","","325","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","8","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","95","22"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","201","596597","0.0-19.0-2.21","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","8","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","91","22"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","202","597599","0.0-19.0-3.21","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","99","22"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","203","597954","0.0-19.0-1.22","","354","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","8","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","104","23"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","204","598208","0.0-19.0-2.22","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","8","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","101","23"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","205","599214","0.0-19.0-3.22","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","107","23"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","206","599915","0.0-19.0-1.23","","700","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","8","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","112","24"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","207","600180","0.0-19.0-2.23","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","8","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","109","24"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","208","601186","0.0-19.0-3.23","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","109","24"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","209","602546","0.0-19.0-1.24","","1359","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","9","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","114","25"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","210","602804","0.0-19.0-2.24","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","9","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","110","25"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","211","603821","0.0-19.0-3.24","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","118","25"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","212","604930","0.0-19.0-1.25","","1108","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","9","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","123","26"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","213","605195","0.0-19.0-2.25","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","9","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","120","26"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","214","606210","0.0-19.0-3.25","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","126","26"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","215","607186","0.0-19.0-1.26","","975","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","9","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","131","27"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","216","607442","0.0-19.0-2.26","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","9","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","128","27"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","217","608454","0.0-19.0-3.26","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","128","27"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","218","609962","0.0-19.0-1.27","","1507","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","10","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","133","28"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","219","610216","0.0-19.0-2.27","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","10","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","129","28"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","220","611226","0.0-19.0-3.27","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","137","28"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","221","611514","0.0-19.0-1.28","","287","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","10","Devin","10","Kept","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","142","29"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","222","611775","0.0-19.0-2.28","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","10","Devin","10","Kept","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","139","29"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","223","612779","0.0-19.0-3.28","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Devin","10","Kept","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","139","29"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","224","613041","0.0-19.0-1.29","","261","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","10","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","144","30"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","225","613296","0.0-19.0-2.29","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","10","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","140","30"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","226","614310","0.0-19.0-3.29","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","140","30"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","227","616009","0.0-19.0-1.30","","1699","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","11","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","145","31"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","228","616268","0.0-19.0-2.30","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","11","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","140","31"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","229","617274","0.0-19.0-3.30","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","Jason","2","Shared","0.35,0.8","8","0.35","trustrating_stim/white_mw099.bmp","3","150","31"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","230","623833","0.0-19.0-1.31","","6558","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","11","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","155","32"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","231","624090","0.0-19.0-2.31","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","11","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","150","32"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","232","625098","0.0-19.0-3.31","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","160","32"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","233","625762","0.0-19.0-1.32","","663","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","11","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","165","33"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","234","626019","0.0-19.0-2.32","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","11","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","162","33"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","235","627026","0.0-19.0-3.32","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw053.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","Aaron","6","Kept","0.2,0.8","14","0.2","trustrating_stim/white_mw053.bmp","5","162","33"
"","","","decision","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","236","627570","0.0-19.0-1.33","","543","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","12","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","167","34"
"","","","decisionFB","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","237","627837","0.0-19.0-2.33","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","12","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","163","34"
"","","","feedback","6362c4beb39ee39d15890c5c","bdp_trlrn","Mon Mar 13 2023 23:49:07 GMT-0400 (Eastern Daylight Time)","865929","Trustworthy,Untrustworthy","html-keyboard-response","238","628852","0.0-19.0-3.33","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw033.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","12","Devin","10","Shared","0.65,0.2","13","0.65","trustrating_stim/white_mw033.bmp","7","171","34"
