"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round","numBlurs"
"","","","","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","91","85218","0.0-12.0","","4338","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p style='color:#FF0000'>a) 8</p><p>b) 5</p><p>c) 3</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"","","","","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","92","89369","0.0-13.0","","4047","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p>c) It quadruples</p>","B","","","","","","","","","",""
"","","","","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","93","94800","0.0-14.0","","5325","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p style='color:#FF0000'>b) It doubles</p><p>c) It quadruples</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The amount of points you send to your partner quadruples.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"","","","","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","94","111499","0.0-15.0","","16596","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 out of 5 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p>c) 9</p>","A","","","","","","","","","",""
"","","","","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","95","121456","0.0-16.0","","9850","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p style='color:#FF0000'>a) 16</p><p>b) 0</p><p>c) 9</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>If you share 4 out of 5 points with your partner and he decided to share half with you, you would receive 8 points back (i.e. (4 x 4)/2 = 8), totaling to 9 points altogether.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"","","","","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","instructions","96","122151","0.0-17.0","[{""page_index"":0,""viewing_time"":593}]","593","","","","","","","","","","","","",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","97","127771","0.0-18.0-1.0","","5515","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","5","1",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","98","128028","0.0-18.0-2.0","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","2","1",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","99","129034","0.0-18.0-3.0","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","8","1",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","100","130104","0.0-18.0-1.1","","1069","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","13","2",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","101","130360","0.0-18.0-2.1","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","10","2",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","102","131366","0.0-18.0-3.1","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","16","2",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","103","131708","0.0-18.0-1.2","","336","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","21","3",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","104","131963","0.0-18.0-2.2","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","18","3",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","105","132968","0.0-18.0-3.2","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","24","3",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","106","133272","0.0-18.0-1.3","","301","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","29","4",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","107","133529","0.0-18.0-2.3","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","26","4",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","108","134534","0.0-18.0-3.3","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","26","4",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","109","134842","0.0-18.0-1.4","","306","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","31","5",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","110","135096","0.0-18.0-2.4","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","28","5",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","111","136102","0.0-18.0-3.4","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","34","5",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","112","136399","0.0-18.0-1.5","","295","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","39","6",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","113","136653","0.0-18.0-2.5","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","36","6",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","114","137657","0.0-18.0-3.5","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","42","6",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","115","137956","0.0-18.0-1.6","","299","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","47","7",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","116","138211","0.0-18.0-2.6","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","44","7",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","117","139215","0.0-18.0-3.6","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","44","7",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","118","139520","0.0-18.0-1.7","","303","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","49","8",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","119","139775","0.0-18.0-2.7","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","46","8",""
