"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round","numBlurs"
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","134","149235","0.0-18.0-2.12","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","74","13",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","135","150240","0.0-18.0-3.12","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","80","13",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","136","150527","0.0-18.0-1.13","","286","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","85","14",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","137","150781","0.0-18.0-2.13","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","82","14",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","138","151788","0.0-18.0-3.13","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","88","14",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","139","152082","0.0-18.0-1.14","","294","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","93","15",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","140","152338","0.0-18.0-2.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","90","15",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","141","153343","0.0-18.0-3.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","96","15",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","142","153570","0.0-18.0-1.15","","225","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","101","16",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","143","153824","0.0-18.0-2.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","98","16",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","144","154829","0.0-18.0-3.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","98","16",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","145","155127","0.0-18.0-1.16","","297","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","5","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","103","17",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","146","155381","0.0-18.0-2.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","5","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","100","17",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","147","156385","0.0-18.0-3.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","106","17",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","148","156680","0.0-18.0-1.17","","294","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","5","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","111","18",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","149","156935","0.0-18.0-2.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","5","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","108","18",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","150","157939","0.0-18.0-3.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","108","18",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","151","158283","0.0-18.0-1.18","","341","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","5","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","113","19",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","152","158536","0.0-18.0-2.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","5","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","110","19",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","153","159543","0.0-18.0-3.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Aaron","trustrating_stim/white_mw099.bmp","Shared","0.6,0.2","13","0.6","116","19",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","154","159899","0.0-18.0-1.19","","356","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","5","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","121","20",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","155","160154","0.0-18.0-2.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","5","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","118","20",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","156","161158","0.0-18.0-3.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","118","20",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","157","161373","0.0-18.0-1.20","","213","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","6","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","123","21",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","158","161628","0.0-18.0-2.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","6","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","120","21",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","159","162635","0.0-18.0-3.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","120","21",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","160","162874","0.0-18.0-1.21","","238","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","6","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","125","22",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","161","163130","0.0-18.0-2.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","6","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","122","22",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","162","164135","0.0-18.0-3.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","128","22",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","163","164425","0.0-18.0-1.22","","288","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","6","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","133","23",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","164","164680","0.0-18.0-2.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","6","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","130","23",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","165","165685","0.0-18.0-3.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","130","23",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","166","165990","0.0-18.0-1.23","","303","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","6","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","135","24",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","167","166245","0.0-18.0-2.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","6","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","132","24",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","168","167250","0.0-18.0-3.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","132","24",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","169","167489","0.0-18.0-1.24","","237","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","7","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","137","25",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","170","167744","0.0-18.0-2.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","7","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","134","25",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","171","168750","0.0-18.0-3.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","140","25",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","172","169105","0.0-18.0-1.25","","354","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","7","Sean","trustrating_stim/white_mw071.bmp","Kept","0.4,0.8","10","0.4","145","26",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","173","169360","0.0-18.0-2.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","7","Sean","trustrating_stim/white_mw071.bmp","Kept","0.4,0.8","10","0.4","142","26",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","174","170363","0.0-18.0-3.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Sean","trustrating_stim/white_mw071.bmp","Kept","0.4,0.8","10","0.4","142","26",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","175","170706","0.0-18.0-1.26","","342","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","7","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","147","27",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","176","170960","0.0-18.0-2.26","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","7","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","144","27",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","177","171965","0.0-18.0-3.26","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","144","27",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","178","172499","0.0-18.0-1.27","","533","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","7","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","149","28",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","179","172755","0.0-18.0-2.27","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","7","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","146","28",""
