"trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round","numBlurs"
"html-keyboard-response","120","69559","0.0-18.0-1.8","","311","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","3","Jordan","trustrating_stim/white_mw071.bmp","Kept","0.6,0.2","12","0.6","45","9",""
"html-keyboard-response","121","69814","0.0-18.0-2.8","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","3","Jordan","trustrating_stim/white_mw071.bmp","Kept","0.6,0.2","12","0.6","43","9",""
"html-keyboard-response","122","70820","0.0-18.0-3.8","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Jordan","trustrating_stim/white_mw071.bmp","Kept","0.6,0.2","12","0.6","43","9",""
"html-keyboard-response","123","71183","0.0-18.0-1.9","","362","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","3","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","48","10",""
"html-keyboard-response","124","71437","0.0-18.0-2.9","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","3","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","45","10",""
"html-keyboard-response","125","72442","0.0-18.0-3.9","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","45","10",""
"html-keyboard-response","126","72903","0.0-18.0-1.10","","460","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","3","Brian","trustrating_stim/white_mw089.bmp","Kept","0.8,0.4","15","0.8","50","11",""
"html-keyboard-response","127","73158","0.0-18.0-2.10","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","3","Brian","trustrating_stim/white_mw089.bmp","Kept","0.8,0.4","15","0.8","46","11",""
"html-keyboard-response","128","74160","0.0-18.0-3.10","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Brian","trustrating_stim/white_mw089.bmp","Kept","0.8,0.4","15","0.8","46","11",""
"html-keyboard-response","129","74560","0.0-18.0-1.11","","400","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","51","12",""
"html-keyboard-response","130","74814","0.0-18.0-2.11","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","46","12",""
"html-keyboard-response","131","75819","0.0-18.0-3.11","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","46","12",""
"html-keyboard-response","132","76639","0.0-18.0-1.12","","818","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","4","Brian","trustrating_stim/white_mw089.bmp","Kept","0.8,0.4","15","0.8","51","13",""
"html-keyboard-response","133","76890","0.0-18.0-2.12","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","4","Brian","trustrating_stim/white_mw089.bmp","Kept","0.8,0.4","15","0.8","47","13",""
"html-keyboard-response","134","77895","0.0-18.0-3.12","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Brian","trustrating_stim/white_mw089.bmp","Kept","0.8,0.4","15","0.8","47","13",""
"html-keyboard-response","135","78207","0.0-18.0-1.13","","311","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","52","14",""
"html-keyboard-response","136","78462","0.0-18.0-2.13","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","49","14",""
"html-keyboard-response","137","79467","0.0-18.0-3.13","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","49","14",""
"html-keyboard-response","138","79735","0.0-18.0-1.14","","266","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","54","15",""
"html-keyboard-response","139","79989","0.0-18.0-2.14","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","51","15",""
"html-keyboard-response","140","80992","0.0-18.0-3.14","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","57","15",""
"html-keyboard-response","141","81175","0.0-18.0-1.15","","181","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","4","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","62","16",""
"html-keyboard-response","142","81427","0.0-18.0-2.15","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","4","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","60","16",""
"html-keyboard-response","143","82432","0.0-18.0-3.15","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","60","16",""
"html-keyboard-response","144","82662","0.0-18.0-1.16","","229","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","5","Jordan","trustrating_stim/white_mw071.bmp","Kept","0.6,0.2","12","0.6","65","17",""
"html-keyboard-response","145","82918","0.0-18.0-2.16","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","5","Jordan","trustrating_stim/white_mw071.bmp","Kept","0.6,0.2","12","0.6","62","17",""
"html-keyboard-response","146","83924","0.0-18.0-3.16","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Jordan","trustrating_stim/white_mw071.bmp","Kept","0.6,0.2","12","0.6","62","17",""
"html-keyboard-response","147","84254","0.0-18.0-1.17","","330","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","5","David","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","11","0.4","67","18",""
"html-keyboard-response","148","84507","0.0-18.0-2.17","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","5","David","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","11","0.4","63","18",""
"html-keyboard-response","149","85511","0.0-18.0-3.17","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","David","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","11","0.4","71","18",""
"html-keyboard-response","150","85944","0.0-18.0-1.18","","432","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","5","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","76","19",""
"html-keyboard-response","151","86197","0.0-18.0-2.18","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","5","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","72","19",""
"html-keyboard-response","152","87202","0.0-18.0-3.18","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","72","19",""
"html-keyboard-response","153","87518","0.0-18.0-1.19","","315","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","5","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","77","20",""
"html-keyboard-response","154","87770","0.0-18.0-2.19","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","5","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","73","20",""
"html-keyboard-response","155","88773","0.0-18.0-3.19","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","81","20",""
"html-keyboard-response","156","89110","0.0-18.0-1.20","","336","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","6","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","86","21",""
"html-keyboard-response","157","89365","0.0-18.0-2.20","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","6","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","82","21",""
"html-keyboard-response","158","90369","0.0-18.0-3.20","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","82","21",""
"html-keyboard-response","159","91166","0.0-18.0-1.21","","796","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","6","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","87","22",""
"html-keyboard-response","160","91420","0.0-18.0-2.21","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","6","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","83","22",""
"html-keyboard-response","161","92424","0.0-18.0-3.21","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","91","22",""
"html-keyboard-response","162","92942","0.0-18.0-1.22","","517","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","6","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","96","23",""
"html-keyboard-response","163","93194","0.0-18.0-2.22","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","6","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","93","23",""
"html-keyboard-response","164","94197","0.0-18.0-3.22","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","99","23",""
"html-keyboard-response","165","94742","0.0-18.0-1.23","","544","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","6","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","104","24",""
"html-keyboard-response","166","94994","0.0-18.0-2.23","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","6","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","102","24",""
"html-keyboard-response","167","96000","0.0-18.0-3.23","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","102","24",""
"html-keyboard-response","168","96303","0.0-18.0-1.24","","302","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","7","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","107","25",""
"html-keyboard-response","169","96556","0.0-18.0-2.24","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","7","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","105","25",""
"html-keyboard-response","170","97559","0.0-18.0-3.24","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Brian","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","15","0.8","109","25",""
"html-keyboard-response","171","97918","0.0-18.0-1.25","","358","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","7","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","114","26",""
"html-keyboard-response","172","98173","0.0-18.0-2.25","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","7","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","112","26",""
"html-keyboard-response","173","99178","0.0-18.0-3.25","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","David","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","11","0.4","112","26",""
"html-keyboard-response","174","103190","0.0-18.0-1.26","","4011","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","7","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","117","27",""
"html-keyboard-response","175","103445","0.0-18.0-2.26","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","7","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","115","27",""
"html-keyboard-response","176","104448","0.0-18.0-3.26","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Timothy","trustrating_stim/white_mw084.bmp","Kept","0.2,0.6","10","0.2","115","27",""
"","","","","","","fullscreenexit","177","105455","fullscreenexit","","","","","","","","","","","","",""
"html-keyboard-response","177","108846","0.0-18.0-1.27","","4396","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","7","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","120","28",""
"html-keyboard-response","178","109100","0.0-18.0-2.27","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","7","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","119","28",""
"html-keyboard-response","179","110105","0.0-18.0-3.27","","null","","","","feedback","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Jordan","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","121","28",""
"","","","","","","blur","180","114848","blurevent","","","","","","","","","","","","","1"
"","","","","","","focus","180","116813136","focusevent","","","","","","","","","","","","",""
"","","","","","","blur","180","116814103","blurevent","","","","","","","","","","","","",""
"","","","","","","focus","180","286239380","focusevent","","","","","","","","","","","","",""
"","","","","","","blur","180","286244165","blurevent","","","","","","","","","","","","",""
"","","","","","","focus","180","286244166","focusevent","","","","","","","","","","","","",""
