"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","numBlurs","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"html-keyboard-response","186","412374","0.0-19.0-2.16","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","6","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","93","17"
"html-keyboard-response","187","413380","0.0-19.0-3.16","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","93","17"
"html-keyboard-response","188","414189","0.0-19.0-1.17","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","808","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","6","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","98","18"
"html-keyboard-response","189","414446","0.0-19.0-2.17","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","6","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","97","18"
"html-keyboard-response","190","415451","0.0-19.0-3.17","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","97","18"
"html-keyboard-response","191","416997","0.0-19.0-1.18","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","1545","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","7","Aaron","6","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","102","19"
"html-keyboard-response","192","417252","0.0-19.0-2.18","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","7","Aaron","6","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","98","19"
"html-keyboard-response","193","418260","0.0-19.0-3.18","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Aaron","6","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","106","19"
"html-keyboard-response","194","420118","0.0-19.0-1.19","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","1856","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","7","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","111","20"
"html-keyboard-response","195","420374","0.0-19.0-2.19","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","7","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","109","20"
"html-keyboard-response","196","421382","0.0-19.0-3.19","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","113","20"
"html-keyboard-response","197","421989","0.0-19.0-1.20","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","606","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","7","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","118","21"
"html-keyboard-response","198","422246","0.0-19.0-2.20","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","7","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","117","21"
"html-keyboard-response","199","423252","0.0-19.0-3.20","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","117","21"
"html-keyboard-response","200","424485","0.0-19.0-1.21","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","1232","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","8","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","122","22"
"html-keyboard-response","201","424739","0.0-19.0-2.21","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","8","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","119","22"
"html-keyboard-response","202","425748","0.0-19.0-3.21","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","119","22"
"html-keyboard-response","203","427397","0.0-19.0-1.22","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","1649","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","8","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","124","23"
"html-keyboard-response","204","427654","0.0-19.0-2.22","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","8","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","122","23"
"html-keyboard-response","205","428658","0.0-19.0-3.22","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","122","23"
"html-keyboard-response","206","429288","0.0-19.0-1.23","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","628","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","8","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","127","24"
"html-keyboard-response","207","429548","0.0-19.0-2.23","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","8","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","125","24"
"html-keyboard-response","208","430556","0.0-19.0-3.23","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","129","24"
"html-keyboard-response","209","431405","0.0-19.0-1.24","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","848","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","9","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","134","25"
"html-keyboard-response","210","431662","0.0-19.0-2.24","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","9","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","133","25"
"html-keyboard-response","211","432667","0.0-19.0-3.24","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","133","25"
"html-keyboard-response","212","438803","0.0-19.0-1.25","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","6135","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","9","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","138","26"
"html-keyboard-response","213","439062","0.0-19.0-2.25","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","9","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","137","26"
"html-keyboard-response","214","440065","0.0-19.0-3.25","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","137","26"
"html-keyboard-response","215","440721","0.0-19.0-1.26","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","654","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","9","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","142","27"
"html-keyboard-response","216","440978","0.0-19.0-2.26","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","9","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","140","27"
"html-keyboard-response","217","441987","0.0-19.0-3.26","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Gavin","0","Shared","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","144","27"
"html-keyboard-response","218","443483","0.0-19.0-1.27","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","1495","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","10","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","149","28"
"html-keyboard-response","219","443741","0.0-19.0-2.27","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","10","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","147","28"
"html-keyboard-response","220","444748","0.0-19.0-3.27","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","147","28"
"html-keyboard-response","221","445657","0.0-19.0-1.28","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","908","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","10","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","152","29"
"html-keyboard-response","222","445913","0.0-19.0-2.28","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","10","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","151","29"
"html-keyboard-response","223","446921","0.0-19.0-3.28","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","151","29"
"html-keyboard-response","224","447369","0.0-19.0-1.29","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","446","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","10","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","156","30"
"html-keyboard-response","225","447625","0.0-19.0-2.29","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","10","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","154","30"
"html-keyboard-response","226","448635","0.0-19.0-3.29","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","154","30"
"html-keyboard-response","227","448984","0.0-19.0-1.30","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","348","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","11","Richard","9","Shared","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","159","31"
"html-keyboard-response","228","449245","0.0-19.0-2.30","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","11","Richard","9","Shared","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","158","31"
