"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","137","476626","0.0-18.0-2.13","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.6,0.2","10","0.6","72","14"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","138","477630","0.0-18.0-3.13","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.6,0.2","10","0.6","72","14"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","139","478567","0.0-18.0-1.14","","936","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","4","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","77","15"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","140","478819","0.0-18.0-2.14","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","4","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","75","15"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","141","479823","0.0-18.0-3.14","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","75","15"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","142","480898","0.0-18.0-1.15","","1074","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","4","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.8,0.4","11","0.8","80","16"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","143","481154","0.0-18.0-2.15","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.8,0.4","11","0.8","79","16"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","144","482155","0.0-18.0-3.15","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.8,0.4","11","0.8","81","16"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","145","483125","0.0-18.0-1.16","","970","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","5","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","86","17"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","146","483379","0.0-18.0-2.16","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","5","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","84","17"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","147","484381","0.0-18.0-3.16","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","84","17"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","148","486291","0.0-18.0-1.17","","1907","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","5","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","89","18"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","149","486545","0.0-18.0-2.17","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","5","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","88","18"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","150","487550","0.0-18.0-3.17","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","88","18"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","151","488364","0.0-18.0-1.18","","813","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","5","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","93","19"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","152","488619","0.0-18.0-2.18","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","5","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","92","19"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","153","489623","0.0-18.0-3.18","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","94","19"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","154","490847","0.0-18.0-1.19","","1222","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","5","Lucas","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","10","0.4","99","20"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","155","491103","0.0-18.0-2.19","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","5","Lucas","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","10","0.4","97","20"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","156","492107","0.0-18.0-3.19","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Lucas","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","10","0.4","101","20"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","157","492897","0.0-18.0-1.20","","789","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","6","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","106","21"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","158","493151","0.0-18.0-2.20","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","6","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","105","21"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","159","494155","0.0-18.0-3.20","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","105","21"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","160","494856","0.0-18.0-1.21","","699","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","6","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","110","22"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","161","495110","0.0-18.0-2.21","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","6","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","109","22"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","162","496112","0.0-18.0-3.21","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","109","22"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","163","497086","0.0-18.0-1.22","","974","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","6","Lucas","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","10","0.4","114","23"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","164","497339","0.0-18.0-2.22","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","6","Lucas","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","10","0.4","112","23"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","165","498341","0.0-18.0-3.22","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Lucas","trustrating_stim/white_mw035.bmp","Kept","0.4,0.8","10","0.4","112","23"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","166","499158","0.0-18.0-1.23","","815","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","6","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","117","24"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","167","499409","0.0-18.0-2.23","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","6","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","116","24"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","168","500415","0.0-18.0-3.23","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","118","24"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","169","501487","0.0-18.0-1.24","","1070","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","7","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.8,0.4","11","0.8","123","25"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","170","501743","0.0-18.0-2.24","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","7","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.8,0.4","11","0.8","122","25"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","171","502750","0.0-18.0-3.24","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.8,0.4","11","0.8","124","25"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","172","503507","0.0-18.0-1.25","","756","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","7","Lucas","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","10","0.4","129","26"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","173","503760","0.0-18.0-2.25","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","7","Lucas","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","10","0.4","127","26"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","174","504763","0.0-18.0-3.25","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Lucas</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Lucas","trustrating_stim/white_mw035.bmp","Shared","0.4,0.8","10","0.4","131","26"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","175","505584","0.0-18.0-1.26","","820","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","7","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","136","27"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","176","505838","0.0-18.0-2.26","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","7","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","134","27"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","177","506844","0.0-18.0-3.26","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Jonathan","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","134","27"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","178","507535","0.0-18.0-1.27","","691","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","7","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","139","28"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","179","507787","0.0-18.0-2.27","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","7","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","138","28"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","180","508791","0.0-18.0-3.27","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.6,0.2","10","0.6","140","28"
"","","","decision","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","181","509659","0.0-18.0-1.28","","868","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","8","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","145","29"
"","","","decisionFB","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","182","509912","0.0-18.0-2.28","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","8","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","144","29"
"","","","feedback","2","bdp_trlrn","Mon Feb 28 2022 19:02:12 GMT-0500 (Eastern Standard Time)","736632","Untrustworthy,Trustworthy","html-keyboard-response","183","510915","0.0-18.0-3.28","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.8,0.4","11","0.8","144","29"
