"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round","numBlurs"
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","180","294780","0.0-19.0-2.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","5","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","89","15",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","181","295793","0.0-19.0-3.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","93","15",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","182","296337","0.0-19.0-1.15","","543","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","6","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","98","16",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","183","296591","0.0-19.0-2.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","6","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","93","16",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","184","297606","0.0-19.0-3.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","103","16",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","185","298237","0.0-19.0-1.16","","629","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","6","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","108","17",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","186","298502","0.0-19.0-2.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","6","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","107","17",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","187","299512","0.0-19.0-3.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","107","17",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","188","300416","0.0-19.0-1.17","","903","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","6","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","112","18",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","189","300682","0.0-19.0-2.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","6","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","110","18",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","190","301697","0.0-19.0-3.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","114","18",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","191","302073","0.0-19.0-1.18","","375","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","7","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","119","19",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","192","302336","0.0-19.0-2.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","7","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","114","19",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","193","303349","0.0-19.0-3.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","114","19",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","194","303928","0.0-19.0-1.19","","577","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","7","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","119","20",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","195","304186","0.0-19.0-2.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","7","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","114","20",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","196","305198","0.0-19.0-3.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","124","20",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","197","306564","0.0-19.0-1.20","","1364","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","7","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","129","21",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","198","306818","0.0-19.0-2.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","7","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","124","21",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","199","307830","0.0-19.0-3.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","134","21",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","200","308530","0.0-19.0-1.21","","699","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","8","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","139","22",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","201","308795","0.0-19.0-2.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","8","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","134","22",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","202","309809","0.0-19.0-3.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","144","22",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","203","310392","0.0-19.0-1.22","","582","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","8","Aaron","2","Kept","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","149","23",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","204","310660","0.0-19.0-2.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","8","Aaron","2","Kept","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","144","23",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","205","311671","0.0-19.0-3.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Aaron","2","Kept","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","144","23",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","206","312654","0.0-19.0-1.23","","981","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","8","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","149","24",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","207","312920","0.0-19.0-2.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","8","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","148","24",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","208","313929","0.0-19.0-3.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","148","24",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","209","314943","0.0-19.0-1.24","","1011","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","9","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","153","25",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","210","315211","0.0-19.0-2.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","9","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","148","25",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","211","316225","0.0-19.0-3.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","158","25",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","212","317888","0.0-19.0-1.25","","1662","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","9","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","163","26",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","213","318155","0.0-19.0-2.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","9","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","160","26",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","214","319170","0.0-19.0-3.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Aaron","2","Shared","0.8,0.2","12","0.8","trustrating_stim/white_mw035.bmp","1.5","166","26",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","215","321224","0.0-19.0-1.26","","2053","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","9","Timothy","5","Shared","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","171","27",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","216","321481","0.0-19.0-2.26","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","9","Timothy","5","Shared","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","170","27",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","217","322495","0.0-19.0-3.26","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Timothy","5","Shared","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","172","27",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","218","323624","0.0-19.0-1.27","","1128","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","10","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","177","28",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","219","323878","0.0-19.0-2.27","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","10","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","172","28",""
"","","","feedback","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","220","324882","0.0-19.0-3.27","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Brian","9","Shared","0.8,0.35","11","0.8","trustrating_stim/white_00602_940928_fb_edt.bmp","8","182","28",""
"","","","decision","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","221","325708","0.0-19.0-1.28","","824","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","10","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","187","29",""
"","","","decisionFB","63ed4bdcb1977e991fe4f095","bdp_trlrn","Wed Mar 15 2023 14:13:35 GMT-0500 (Central Daylight Time)","568747","Trustworthy,Untrustworthy","html-keyboard-response","222","325969","0.0-19.0-2.28","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Timothy</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","10","Timothy","5","Kept","0.35,0.8","11","0.35","trustrating_stim/white_mw089.bmp","3.5","186","29",""
