"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","numBlurs","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"html-keyboard-response","220","703054","0.0-14.0-2.3","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","2","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","298","70","",""
"html-keyboard-response","221","704060","0.0-14.0-3.3","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","2","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","308","70","",""
"html-keyboard-response","222","704856","0.0-14.0-1.4","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","793","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","2","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","313","71","",""
"html-keyboard-response","223","705109","0.0-14.0-2.4","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","2","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","309","71","",""
"html-keyboard-response","224","706116","0.0-14.0-3.4","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","309","71","",""
"html-keyboard-response","225","706665","0.0-14.0-1.5","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","542","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","314","72","",""
"html-keyboard-response","226","706918","0.0-14.0-2.5","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","312","72","",""
"html-keyboard-response","227","707925","0.0-14.0-3.5","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","2","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","316","72","",""
"html-keyboard-response","228","708673","0.0-14.0-1.6","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","743","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","321","73","",""
"html-keyboard-response","229","708926","0.0-14.0-2.6","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","316","73","",""
"html-keyboard-response","230","709932","0.0-14.0-3.6","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","316","73","",""
"html-keyboard-response","231","710483","0.0-14.0-1.7","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","542","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","3","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","321","74","",""
"html-keyboard-response","232","710741","0.0-14.0-2.7","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","3","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","317","74","",""
"html-keyboard-response","233","711750","0.0-14.0-3.7","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","317","74","",""
"html-keyboard-response","234","712228","0.0-14.0-1.8","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","475","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","3","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","322","75","",""
"html-keyboard-response","235","712484","0.0-14.0-2.8","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","3","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","320","75","",""
"html-keyboard-response","236","713490","0.0-14.0-3.8","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","320","75","",""
"html-keyboard-response","237","714147","0.0-14.0-1.9","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","653","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","325","76","",""
"html-keyboard-response","238","714402","0.0-14.0-2.9","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","320","76","",""
"html-keyboard-response","239","715407","0.0-14.0-3.9","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","320","76","",""
"html-keyboard-response","240","715854","0.0-14.0-1.10","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","441","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","325","77","",""
"html-keyboard-response","241","716108","0.0-14.0-2.10","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","322","77","",""
"html-keyboard-response","242","717117","0.0-14.0-3.10","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","4","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","328","77","",""
"html-keyboard-response","243","717907","0.0-14.0-1.11","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","786","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","4","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","333","78","",""
"html-keyboard-response","244","718161","0.0-14.0-2.11","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","4","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","329","78","",""
"html-keyboard-response","245","719168","0.0-14.0-3.11","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","329","78","",""
"html-keyboard-response","246","719578","0.0-14.0-1.12","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","406","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","5","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","334","79","",""
"html-keyboard-response","247","719832","0.0-14.0-2.12","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","5","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","332","79","",""
"html-keyboard-response","248","720839","0.0-14.0-3.12","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","5","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","336","79","",""
"html-keyboard-response","249","721746","0.0-14.0-1.13","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","898","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","5","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","341","80","",""
"html-keyboard-response","250","722001","0.0-14.0-2.13","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","5","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","336","80","",""
"html-keyboard-response","251","723005","0.0-14.0-3.13","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","5","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","336","80","",""
"html-keyboard-response","252","723100","0.0-14.0-1.14","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","90","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","5","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","341","81","",""
"html-keyboard-response","253","723356","0.0-14.0-2.14","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","5","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","339","81","",""
"html-keyboard-response","254","724366","0.0-14.0-3.14","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","5","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","339","81","",""
"html-keyboard-response","255","724884","0.0-14.0-1.15","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","508","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","6","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","344","82","",""
"html-keyboard-response","256","725138","0.0-14.0-2.15","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","6","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","340","82","",""
"html-keyboard-response","257","726146","0.0-14.0-3.15","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","6","Melon Millions","Fruit/melon.png","Lost","0.35,0.8","14","0.35","340","82","",""
"html-keyboard-response","258","726734","0.0-14.0-1.16","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","576","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","6","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","345","83","",""
"html-keyboard-response","259","726988","0.0-14.0-2.16","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","6","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","342","83","",""
"html-keyboard-response","260","727994","0.0-14.0-3.16","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","6","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","342","83","",""
"html-keyboard-response","261","728446","0.0-14.0-1.17","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","447","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","6","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","347","84","",""
"html-keyboard-response","262","728701","0.0-14.0-2.17","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","6","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","342","84","",""
"html-keyboard-response","263","729716","0.0-14.0-3.17","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","6","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","352","84","",""
"html-keyboard-response","264","731128","0.0-14.0-1.18","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","1406","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","7","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","357","85","",""
