"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","236","219025","0.0-5.0-1.115","","726","","","img/2to1/1.png","1","110","506","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","237","220356","0.0-5.0-2.115","","","","","","","110","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":312},{""stimulus"":""img/2to1/4.png"",""time"":415},{""stimulus"":""img/2to1/5.png"",""time"":519},{""stimulus"":""img/2to1/6.png"",""time"":620},{""stimulus"":""img/2to1/7.png"",""time"":723},{""stimulus"":""img/2to1/8.png"",""time"":825},{""stimulus"":""img/2to1/9.png"",""time"":928},{""stimulus"":""img/2to1/10.png"",""time"":1029},{""stimulus"":""img/2to1/11.png"",""time"":1130},{""stimulus"":""img/2to1/12.png"",""time"":1232}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","238","221114","0.0-5.0-1.116","","null","","","img/1to3/1.png","null","109","751","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","239","222453","0.0-5.0-2.116","","","","","","","109","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":312},{""stimulus"":""img/1to3/4.png"",""time"":415},{""stimulus"":""img/1to3/5.png"",""time"":519},{""stimulus"":""img/1to3/6.png"",""time"":623},{""stimulus"":""img/1to3/7.png"",""time"":727},{""stimulus"":""img/1to3/8.png"",""time"":831},{""stimulus"":""img/1to3/9.png"",""time"":936},{""stimulus"":""img/1to3/10.png"",""time"":1035},{""stimulus"":""img/1to3/11.png"",""time"":1135},{""stimulus"":""img/1to3/12.png"",""time"":1239}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","240","224093","0.0-5.0-1.117","","null","","","img/3to2/1.png","null","108","1632","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","241","225435","0.0-5.0-2.117","","","","","","","108","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":313},{""stimulus"":""img/3to2/4.png"",""time"":413},{""stimulus"":""img/3to2/5.png"",""time"":516},{""stimulus"":""img/3to2/6.png"",""time"":620},{""stimulus"":""img/3to2/7.png"",""time"":724},{""stimulus"":""img/3to2/8.png"",""time"":829},{""stimulus"":""img/3to2/9.png"",""time"":931},{""stimulus"":""img/3to2/10.png"",""time"":1033},{""stimulus"":""img/3to2/11.png"",""time"":1135},{""stimulus"":""img/3to2/12.png"",""time"":1238}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","242","225798","0.0-5.0-1.118","","363","","","img/2to1/1.png","1","107","415","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","243","227137","0.0-5.0-2.118","","","","","","","107","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":208},{""stimulus"":""img/2to1/3.png"",""time"":309},{""stimulus"":""img/2to1/4.png"",""time"":408},{""stimulus"":""img/2to1/5.png"",""time"":509},{""stimulus"":""img/2to1/6.png"",""time"":613},{""stimulus"":""img/2to1/7.png"",""time"":713},{""stimulus"":""img/2to1/8.png"",""time"":818},{""stimulus"":""img/2to1/9.png"",""time"":918},{""stimulus"":""img/2to1/10.png"",""time"":1021},{""stimulus"":""img/2to1/11.png"",""time"":1126},{""stimulus"":""img/2to1/12.png"",""time"":1234}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","244","227409","0.0-5.0-1.119","","null","","","img/1to3/1.png","null","106","266","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","245","228748","0.0-5.0-2.119","","","","","","","106","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":313},{""stimulus"":""img/1to3/4.png"",""time"":412},{""stimulus"":""img/1to3/5.png"",""time"":514},{""stimulus"":""img/1to3/6.png"",""time"":618},{""stimulus"":""img/1to3/7.png"",""time"":721},{""stimulus"":""img/1to3/8.png"",""time"":825},{""stimulus"":""img/1to3/9.png"",""time"":927},{""stimulus"":""img/1to3/10.png"",""time"":1032},{""stimulus"":""img/1to3/11.png"",""time"":1137},{""stimulus"":""img/1to3/12.png"",""time"":1238}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","246","229250","0.0-5.0-1.120","","null","","","img/3to2/1.png","null","105","496","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","247","230587","0.0-5.0-2.120","","","","","","","105","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":104},{""stimulus"":""img/3to2/2.png"",""time"":205},{""stimulus"":""img/3to2/3.png"",""time"":304},{""stimulus"":""img/3to2/4.png"",""time"":406},{""stimulus"":""img/3to2/5.png"",""time"":510},{""stimulus"":""img/3to2/6.png"",""time"":614},{""stimulus"":""img/3to2/7.png"",""time"":720},{""stimulus"":""img/3to2/8.png"",""time"":825},{""stimulus"":""img/3to2/9.png"",""time"":925},{""stimulus"":""img/3to2/10.png"",""time"":1028},{""stimulus"":""img/3to2/11.png"",""time"":1129},{""stimulus"":""img/3to2/12.png"",""time"":1235}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","248","231333","0.0-5.0-1.121","","744","","","img/2to1/1.png","1","104","585","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","249","232666","0.0-5.0-2.121","","","","","","","104","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":308},{""stimulus"":""img/2to1/4.png"",""time"":407},{""stimulus"":""img/2to1/5.png"",""time"":508},{""stimulus"":""img/2to1/6.png"",""time"":610},{""stimulus"":""img/2to1/7.png"",""time"":713},{""stimulus"":""img/2to1/8.png"",""time"":817},{""stimulus"":""img/2to1/9.png"",""time"":920},{""stimulus"":""img/2to1/10.png"",""time"":1021},{""stimulus"":""img/2to1/11.png"",""time"":1125},{""stimulus"":""img/2to1/12.png"",""time"":1228}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","250","233051","0.0-5.0-1.122","","null","","","img/1to3/1.png","null","103","379","0.5","0.1","1","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","251","234375","0.0-5.0-2.122","","","","","","","103","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":102},{""stimulus"":""img/1to2/2.png"",""time"":202},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":404},{""stimulus"":""img/1to2/5.png"",""time"":503},{""stimulus"":""img/1to2/6.png"",""time"":608},{""stimulus"":""img/1to2/7.png"",""time"":710},{""stimulus"":""img/1to2/8.png"",""time"":813},{""stimulus"":""img/1to2/9.png"",""time"":917},{""stimulus"":""img/1to2/10.png"",""time"":1019},{""stimulus"":""img/1to2/11.png"",""time"":1119},{""stimulus"":""img/1to2/12.png"",""time"":1222}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","252","234865","0.0-5.0-1.123","","489","","","img/2to1/1.png","2","102","450","0.5","0.1","2","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","253","236193","0.0-5.0-2.123","","","","","","","102","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":206},{""stimulus"":""img/2to3/3.png"",""time"":306},{""stimulus"":""img/2to3/4.png"",""time"":405},{""stimulus"":""img/2to3/5.png"",""time"":508},{""stimulus"":""img/2to3/6.png"",""time"":612},{""stimulus"":""img/2to3/7.png"",""time"":714},{""stimulus"":""img/2to3/8.png"",""time"":815},{""stimulus"":""img/2to3/9.png"",""time"":916},{""stimulus"":""img/2to3/10.png"",""time"":1019},{""stimulus"":""img/2to3/11.png"",""time"":1122},{""stimulus"":""img/2to3/12.png"",""time"":1226}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","254","236503","0.0-5.0-1.124","","null","","","img/3to2/1.png","null","101","302","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","255","237827","0.0-5.0-2.124","","","","","","","101","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":104},{""stimulus"":""img/3to2/2.png"",""time"":207},{""stimulus"":""img/3to2/3.png"",""time"":309},{""stimulus"":""img/3to2/4.png"",""time"":411},{""stimulus"":""img/3to2/5.png"",""time"":516},{""stimulus"":""img/3to2/6.png"",""time"":615},{""stimulus"":""img/3to2/7.png"",""time"":717},{""stimulus"":""img/3to2/8.png"",""time"":818},{""stimulus"":""img/3to2/9.png"",""time"":918},{""stimulus"":""img/3to2/10.png"",""time"":1019},{""stimulus"":""img/3to2/11.png"",""time"":1118},{""stimulus"":""img/3to2/12.png"",""time"":1224}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","256","237927","0.0-5.0-1.125","","95","","","img/2to1/1.png","1","100","488","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","257","239254","0.0-5.0-2.125","","","","","","","100","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":309},{""stimulus"":""img/2to1/4.png"",""time"":412},{""stimulus"":""img/2to1/5.png"",""time"":514},{""stimulus"":""img/2to1/6.png"",""time"":619},{""stimulus"":""img/2to1/7.png"",""time"":723},{""stimulus"":""img/2to1/8.png"",""time"":827},{""stimulus"":""img/2to1/9.png"",""time"":926},{""stimulus"":""img/2to1/10.png"",""time"":1027},{""stimulus"":""img/2to1/11.png"",""time"":1127},{""stimulus"":""img/2to1/12.png"",""time"":1227}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","258","239708","0.0-5.0-1.126","","null","","","img/1to3/1.png","null","99","449","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","259","241039","0.0-5.0-2.126","","","","","","","99","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":205},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":412},{""stimulus"":""img/1to3/5.png"",""time"":516},{""stimulus"":""img/1to3/6.png"",""time"":620},{""stimulus"":""img/1to3/7.png"",""time"":719},{""stimulus"":""img/1to3/8.png"",""time"":820},{""stimulus"":""img/1to3/9.png"",""time"":920},{""stimulus"":""img/1to3/10.png"",""time"":1023},{""stimulus"":""img/1to3/11.png"",""time"":1126},{""stimulus"":""img/1to3/12.png"",""time"":1226}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","260","242273","0.0-5.0-1.127","","null","","","img/3to2/1.png","null","98","1232","0.5","0.1","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","261","243610","0.0-5.0-2.127","","","","","","","98","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":106},{""stimulus"":""img/3to1/2.png"",""time"":208},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":414},{""stimulus"":""img/3to1/5.png"",""time"":518},{""stimulus"":""img/3to1/6.png"",""time"":622},{""stimulus"":""img/3to1/7.png"",""time"":727},{""stimulus"":""img/3to1/8.png"",""time"":831},{""stimulus"":""img/3to1/9.png"",""time"":931},{""stimulus"":""img/3to1/10.png"",""time"":1031},{""stimulus"":""img/3to1/11.png"",""time"":1133},{""stimulus"":""img/3to1/12.png"",""time"":1237}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","262","244157","0.0-5.0-1.128","","null","","","img/1to3/1.png","null","97","541","0.5","0.1","1","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","263","245482","0.0-5.0-2.128","","","","","","","97","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":103},{""stimulus"":""img/1to2/2.png"",""time"":206},{""stimulus"":""img/1to2/3.png"",""time"":306},{""stimulus"":""img/1to2/4.png"",""time"":409},{""stimulus"":""img/1to2/5.png"",""time"":512},{""stimulus"":""img/1to2/6.png"",""time"":612},{""stimulus"":""img/1to2/7.png"",""time"":712},{""stimulus"":""img/1to2/8.png"",""time"":812},{""stimulus"":""img/1to2/9.png"",""time"":913},{""stimulus"":""img/1to2/10.png"",""time"":1017},{""stimulus"":""img/1to2/11.png"",""time"":1121},{""stimulus"":""img/1to2/12.png"",""time"":1224}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","264","246521","0.0-5.0-1.129","","1037","","","img/2to1/1.png","2","96","627","0.5","0.1","2","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","265","247855","0.0-5.0-2.129","","","","","","","96","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":106},{""stimulus"":""img/2to3/2.png"",""time"":210},{""stimulus"":""img/2to3/3.png"",""time"":314},{""stimulus"":""img/2to3/4.png"",""time"":417},{""stimulus"":""img/2to3/5.png"",""time"":518},{""stimulus"":""img/2to3/6.png"",""time"":620},{""stimulus"":""img/2to3/7.png"",""time"":721},{""stimulus"":""img/2to3/8.png"",""time"":825},{""stimulus"":""img/2to3/9.png"",""time"":925},{""stimulus"":""img/2to3/10.png"",""time"":1027},{""stimulus"":""img/2to3/11.png"",""time"":1130},{""stimulus"":""img/2to3/12.png"",""time"":1234}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","266","249035","0.0-5.0-1.130","","null","","","img/3to2/1.png","null","95","1175","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","267","250369","0.0-5.0-2.130","","","","","","","95","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":210},{""stimulus"":""img/3to2/3.png"",""time"":313},{""stimulus"":""img/3to2/4.png"",""time"":416},{""stimulus"":""img/3to2/5.png"",""time"":518},{""stimulus"":""img/3to2/6.png"",""time"":618},{""stimulus"":""img/3to2/7.png"",""time"":720},{""stimulus"":""img/3to2/8.png"",""time"":819},{""stimulus"":""img/3to2/9.png"",""time"":920},{""stimulus"":""img/3to2/10.png"",""time"":1025},{""stimulus"":""img/3to2/11.png"",""time"":1126},{""stimulus"":""img/3to2/12.png"",""time"":1230}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","268","250841","0.0-5.0-1.131","","471","","","img/2to1/1.png","1","94","499","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","269","252179","0.0-5.0-2.131","","","","","","","94","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":306},{""stimulus"":""img/2to1/4.png"",""time"":414},{""stimulus"":""img/2to1/5.png"",""time"":517},{""stimulus"":""img/2to1/6.png"",""time"":620},{""stimulus"":""img/2to1/7.png"",""time"":720},{""stimulus"":""img/2to1/8.png"",""time"":823},{""stimulus"":""img/2to1/9.png"",""time"":924},{""stimulus"":""img/2to1/10.png"",""time"":1028},{""stimulus"":""img/2to1/11.png"",""time"":1128},{""stimulus"":""img/2to1/12.png"",""time"":1233}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","270","252460","0.0-5.0-1.132","","null","","","img/1to3/1.png","null","93","274","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","271","253781","0.0-5.0-2.132","","","","","","","93","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":204},{""stimulus"":""img/1to3/3.png"",""time"":303},{""stimulus"":""img/1to3/4.png"",""time"":406},{""stimulus"":""img/1to3/5.png"",""time"":508},{""stimulus"":""img/1to3/6.png"",""time"":608},{""stimulus"":""img/1to3/7.png"",""time"":708},{""stimulus"":""img/1to3/8.png"",""time"":812},{""stimulus"":""img/1to3/9.png"",""time"":913},{""stimulus"":""img/1to3/10.png"",""time"":1013},{""stimulus"":""img/1to3/11.png"",""time"":1117},{""stimulus"":""img/1to3/12.png"",""time"":1217}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","272","254008","0.0-5.0-1.133","","null","","","img/3to2/1.png","null","92","219","0.5","0.1","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","273","255338","0.0-5.0-2.133","","","","","","","92","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":103},{""stimulus"":""img/3to1/2.png"",""time"":206},{""stimulus"":""img/3to1/3.png"",""time"":310},{""stimulus"":""img/3to1/4.png"",""time"":412},{""stimulus"":""img/3to1/5.png"",""time"":512},{""stimulus"":""img/3to1/6.png"",""time"":617},{""stimulus"":""img/3to1/7.png"",""time"":720},{""stimulus"":""img/3to1/8.png"",""time"":824},{""stimulus"":""img/3to1/9.png"",""time"":926},{""stimulus"":""img/3to1/10.png"",""time"":1028},{""stimulus"":""img/3to1/11.png"",""time"":1128},{""stimulus"":""img/3to1/12.png"",""time"":1229}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","274","255790","0.0-5.0-1.134","","null","","","img/1to3/1.png","null","91","448","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","275","257119","0.0-5.0-2.134","","","","","","","91","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":207},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":413},{""stimulus"":""img/1to3/5.png"",""time"":513},{""stimulus"":""img/1to3/6.png"",""time"":618},{""stimulus"":""img/1to3/7.png"",""time"":721},{""stimulus"":""img/1to3/8.png"",""time"":822},{""stimulus"":""img/1to3/9.png"",""time"":924},{""stimulus"":""img/1to3/10.png"",""time"":1028},{""stimulus"":""img/1to3/11.png"",""time"":1128},{""stimulus"":""img/1to3/12.png"",""time"":1229}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","276","257423","0.0-5.0-1.135","","null","","","img/3to2/1.png","null","90","297","0.5","0.1","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","277","258753","0.0-5.0-2.135","","","","","","","90","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":104},{""stimulus"":""img/3to1/2.png"",""time"":207},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":414},{""stimulus"":""img/3to1/5.png"",""time"":517},{""stimulus"":""img/3to1/6.png"",""time"":617},{""stimulus"":""img/3to1/7.png"",""time"":721},{""stimulus"":""img/3to1/8.png"",""time"":824},{""stimulus"":""img/3to1/9.png"",""time"":926},{""stimulus"":""img/3to1/10.png"",""time"":1029},{""stimulus"":""img/3to1/11.png"",""time"":1130},{""stimulus"":""img/3to1/12.png"",""time"":1230}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","278","259169","0.0-5.0-1.136","","null","","","img/1to3/1.png","null","89","412","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","279","260501","0.0-5.0-2.136","","","","","","","89","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":208},{""stimulus"":""img/1to3/3.png"",""time"":312},{""stimulus"":""img/1to3/4.png"",""time"":414},{""stimulus"":""img/1to3/5.png"",""time"":518},{""stimulus"":""img/1to3/6.png"",""time"":617},{""stimulus"":""img/1to3/7.png"",""time"":717},{""stimulus"":""img/1to3/8.png"",""time"":822},{""stimulus"":""img/1to3/9.png"",""time"":922},{""stimulus"":""img/1to3/10.png"",""time"":1025},{""stimulus"":""img/1to3/11.png"",""time"":1127},{""stimulus"":""img/1to3/12.png"",""time"":1232}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","280","260876","0.0-5.0-1.137","","null","","","img/3to2/1.png","null","88","371","0.5","0.1","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","281","262221","0.0-5.0-2.137","","","","","","","88","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":209},{""stimulus"":""img/3to1/3.png"",""time"":312},{""stimulus"":""img/3to1/4.png"",""time"":416},{""stimulus"":""img/3to1/5.png"",""time"":521},{""stimulus"":""img/3to1/6.png"",""time"":624},{""stimulus"":""img/3to1/7.png"",""time"":726},{""stimulus"":""img/3to1/8.png"",""time"":827},{""stimulus"":""img/3to1/9.png"",""time"":927},{""stimulus"":""img/3to1/10.png"",""time"":1031},{""stimulus"":""img/3to1/11.png"",""time"":1135},{""stimulus"":""img/3to1/12.png"",""time"":1239}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","282","262504","0.0-5.0-1.138","","null","","","img/1to3/1.png","null","87","281","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","283","263836","0.0-5.0-2.138","","","","","","","87","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":103},{""stimulus"":""img/1to3/2.png"",""time"":203},{""stimulus"":""img/1to3/3.png"",""time"":307},{""stimulus"":""img/1to3/4.png"",""time"":409},{""stimulus"":""img/1to3/5.png"",""time"":509},{""stimulus"":""img/1to3/6.png"",""time"":613},{""stimulus"":""img/1to3/7.png"",""time"":715},{""stimulus"":""img/1to3/8.png"",""time"":820},{""stimulus"":""img/1to3/9.png"",""time"":923},{""stimulus"":""img/1to3/10.png"",""time"":1026},{""stimulus"":""img/1to3/11.png"",""time"":1129},{""stimulus"":""img/1to3/12.png"",""time"":1231}]","[]"
