"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","numBlurs","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"animation","49","287254","0.0-5.0-2.21","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","204","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":109},{""stimulus"":""img/2to1/2.png"",""time"":217},{""stimulus"":""img/2to1/3.png"",""time"":324},{""stimulus"":""img/2to1/4.png"",""time"":432},{""stimulus"":""img/2to1/5.png"",""time"":542},{""stimulus"":""img/2to1/6.png"",""time"":649},{""stimulus"":""img/2to1/7.png"",""time"":757},{""stimulus"":""img/2to1/8.png"",""time"":865},{""stimulus"":""img/2to1/9.png"",""time"":972},{""stimulus"":""img/2to1/10.png"",""time"":1081},{""stimulus"":""img/2to1/11.png"",""time"":1190},{""stimulus"":""img/2to1/12.png"",""time"":1298}]","[]"
"image-keyboard-response","50","288308","0.0-5.0-1.22","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","203","1042","0.5","0.5","1","3","",""
"animation","51","289718","0.0-5.0-2.22","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","203","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":107},{""stimulus"":""img/1to3/2.png"",""time"":214},{""stimulus"":""img/1to3/3.png"",""time"":323},{""stimulus"":""img/1to3/4.png"",""time"":431},{""stimulus"":""img/1to3/5.png"",""time"":538},{""stimulus"":""img/1to3/6.png"",""time"":648},{""stimulus"":""img/1to3/7.png"",""time"":758},{""stimulus"":""img/1to3/8.png"",""time"":866},{""stimulus"":""img/1to3/9.png"",""time"":974},{""stimulus"":""img/1to3/10.png"",""time"":1083},{""stimulus"":""img/1to3/11.png"",""time"":1192},{""stimulus"":""img/1to3/12.png"",""time"":1301}]","[]"
"image-keyboard-response","52","289966","0.0-5.0-1.23","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","202","246","0.5","0.5","3","1","",""
"animation","53","291374","0.0-5.0-2.23","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","202","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":107},{""stimulus"":""img/3to1/2.png"",""time"":216},{""stimulus"":""img/3to1/3.png"",""time"":323},{""stimulus"":""img/3to1/4.png"",""time"":431},{""stimulus"":""img/3to1/5.png"",""time"":540},{""stimulus"":""img/3to1/6.png"",""time"":651},{""stimulus"":""img/3to1/7.png"",""time"":759},{""stimulus"":""img/3to1/8.png"",""time"":867},{""stimulus"":""img/3to1/9.png"",""time"":975},{""stimulus"":""img/3to1/10.png"",""time"":1082},{""stimulus"":""img/3to1/11.png"",""time"":1191},{""stimulus"":""img/3to1/12.png"",""time"":1300}]","[]"
"image-keyboard-response","54","291807","0.0-5.0-1.24","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","201","420","0.5","0.5","1","2","",""
"animation","55","293217","0.0-5.0-2.24","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","201","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":541},{""stimulus"":""img/1to2/6.png"",""time"":650},{""stimulus"":""img/1to2/7.png"",""time"":759},{""stimulus"":""img/1to2/8.png"",""time"":867},{""stimulus"":""img/1to2/9.png"",""time"":975},{""stimulus"":""img/1to2/10.png"",""time"":1084},{""stimulus"":""img/1to2/11.png"",""time"":1192},{""stimulus"":""img/1to2/12.png"",""time"":1301}]","[]"
"image-keyboard-response","56","293389","0.0-5.0-1.25","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","171","","img/2to1/1.png","1","","200","501","0.5","0.5","2","1","",""
"animation","57","294797","0.0-5.0-2.25","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","200","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":104},{""stimulus"":""img/2to1/2.png"",""time"":214},{""stimulus"":""img/2to1/3.png"",""time"":325},{""stimulus"":""img/2to1/4.png"",""time"":432},{""stimulus"":""img/2to1/5.png"",""time"":540},{""stimulus"":""img/2to1/6.png"",""time"":649},{""stimulus"":""img/2to1/7.png"",""time"":758},{""stimulus"":""img/2to1/8.png"",""time"":867},{""stimulus"":""img/2to1/9.png"",""time"":975},{""stimulus"":""img/2to1/10.png"",""time"":1084},{""stimulus"":""img/2to1/11.png"",""time"":1191},{""stimulus"":""img/2to1/12.png"",""time"":1300}]","[]"
"image-keyboard-response","58","295213","0.0-5.0-1.26","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","199","404","0.5","0.5","1","2","",""
"animation","59","296621","0.0-5.0-2.26","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","199","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":111},{""stimulus"":""img/1to2/2.png"",""time"":218},{""stimulus"":""img/1to2/3.png"",""time"":326},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":540},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":759},{""stimulus"":""img/1to2/8.png"",""time"":866},{""stimulus"":""img/1to2/9.png"",""time"":975},{""stimulus"":""img/1to2/10.png"",""time"":1085},{""stimulus"":""img/1to2/11.png"",""time"":1192},{""stimulus"":""img/1to2/12.png"",""time"":1300}]","[]"
"image-keyboard-response","60","296805","0.0-5.0-1.27","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","183","","img/2to1/1.png","2","","198","410","0.5","0.5","2","3","",""
"animation","61","298217","0.0-5.0-2.27","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","198","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":112},{""stimulus"":""img/2to3/2.png"",""time"":220},{""stimulus"":""img/2to3/3.png"",""time"":327},{""stimulus"":""img/2to3/4.png"",""time"":436},{""stimulus"":""img/2to3/5.png"",""time"":547},{""stimulus"":""img/2to3/6.png"",""time"":654},{""stimulus"":""img/2to3/7.png"",""time"":764},{""stimulus"":""img/2to3/8.png"",""time"":871},{""stimulus"":""img/2to3/9.png"",""time"":980},{""stimulus"":""img/2to3/10.png"",""time"":1088},{""stimulus"":""img/2to3/11.png"",""time"":1196},{""stimulus"":""img/2to3/12.png"",""time"":1305}]","[]"
"image-keyboard-response","62","298769","0.0-5.0-1.28","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","197","536","0.5","0.5","3","2","",""
"animation","63","300179","0.0-5.0-2.28","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","197","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":107},{""stimulus"":""img/3to2/2.png"",""time"":215},{""stimulus"":""img/3to2/3.png"",""time"":323},{""stimulus"":""img/3to2/4.png"",""time"":431},{""stimulus"":""img/3to2/5.png"",""time"":539},{""stimulus"":""img/3to2/6.png"",""time"":648},{""stimulus"":""img/3to2/7.png"",""time"":757},{""stimulus"":""img/3to2/8.png"",""time"":867},{""stimulus"":""img/3to2/9.png"",""time"":974},{""stimulus"":""img/3to2/10.png"",""time"":1084},{""stimulus"":""img/3to2/11.png"",""time"":1191},{""stimulus"":""img/3to2/12.png"",""time"":1299}]","[]"
"image-keyboard-response","64","300701","0.0-5.0-1.29","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","522","","img/2to1/1.png","1","","196","282","0.5","0.5","2","1","",""
"animation","65","302105","0.0-5.0-2.29","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","196","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":319},{""stimulus"":""img/2to1/4.png"",""time"":429},{""stimulus"":""img/2to1/5.png"",""time"":537},{""stimulus"":""img/2to1/6.png"",""time"":646},{""stimulus"":""img/2to1/7.png"",""time"":755},{""stimulus"":""img/2to1/8.png"",""time"":863},{""stimulus"":""img/2to1/9.png"",""time"":972},{""stimulus"":""img/2to1/10.png"",""time"":1081},{""stimulus"":""img/2to1/11.png"",""time"":1189},{""stimulus"":""img/2to1/12.png"",""time"":1297}]","[]"
"image-keyboard-response","66","302493","0.0-5.0-1.30","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","195","381","0.5","0.5","1","2","",""
"animation","67","303906","0.0-5.0-2.30","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","195","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":218},{""stimulus"":""img/1to2/3.png"",""time"":326},{""stimulus"":""img/1to2/4.png"",""time"":435},{""stimulus"":""img/1to2/5.png"",""time"":543},{""stimulus"":""img/1to2/6.png"",""time"":651},{""stimulus"":""img/1to2/7.png"",""time"":759},{""stimulus"":""img/1to2/8.png"",""time"":869},{""stimulus"":""img/1to2/9.png"",""time"":978},{""stimulus"":""img/1to2/10.png"",""time"":1088},{""stimulus"":""img/1to2/11.png"",""time"":1196},{""stimulus"":""img/1to2/12.png"",""time"":1305}]","[]"
"image-keyboard-response","68","304244","0.0-5.0-1.31","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","337","","img/2to1/1.png","2","","194","334","0.5","0.5","2","3","",""
"animation","69","305658","0.0-5.0-2.31","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","194","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":112},{""stimulus"":""img/2to3/2.png"",""time"":221},{""stimulus"":""img/2to3/3.png"",""time"":328},{""stimulus"":""img/2to3/4.png"",""time"":438},{""stimulus"":""img/2to3/5.png"",""time"":545},{""stimulus"":""img/2to3/6.png"",""time"":653},{""stimulus"":""img/2to3/7.png"",""time"":762},{""stimulus"":""img/2to3/8.png"",""time"":873},{""stimulus"":""img/2to3/9.png"",""time"":981},{""stimulus"":""img/2to3/10.png"",""time"":1089},{""stimulus"":""img/2to3/11.png"",""time"":1196},{""stimulus"":""img/2to3/12.png"",""time"":1304}]","[]"
"image-keyboard-response","70","306061","0.0-5.0-1.32","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","193","390","0.5","0.5","3","1","",""
"animation","71","307473","0.0-5.0-2.32","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","193","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":214},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":432},{""stimulus"":""img/3to1/5.png"",""time"":540},{""stimulus"":""img/3to1/6.png"",""time"":649},{""stimulus"":""img/3to1/7.png"",""time"":759},{""stimulus"":""img/3to1/8.png"",""time"":867},{""stimulus"":""img/3to1/9.png"",""time"":976},{""stimulus"":""img/3to1/10.png"",""time"":1084},{""stimulus"":""img/3to1/11.png"",""time"":1195},{""stimulus"":""img/3to1/12.png"",""time"":1302}]","[]"
"image-keyboard-response","72","307922","0.0-5.0-1.33","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","192","443","0.5","0.5","1","2","",""
"animation","73","309328","0.0-5.0-2.33","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","192","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":216},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":433},{""stimulus"":""img/1to2/5.png"",""time"":541},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":757},{""stimulus"":""img/1to2/8.png"",""time"":865},{""stimulus"":""img/1to2/9.png"",""time"":972},{""stimulus"":""img/1to2/10.png"",""time"":1080},{""stimulus"":""img/1to2/11.png"",""time"":1189},{""stimulus"":""img/1to2/12.png"",""time"":1297}]","[]"
"image-keyboard-response","74","309845","0.0-5.0-1.34","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","516","","img/2to1/1.png","2","","191","795","0.5","0.5","2","3","",""
"animation","75","311252","0.0-5.0-2.34","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","191","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":104},{""stimulus"":""img/2to3/2.png"",""time"":213},{""stimulus"":""img/2to3/3.png"",""time"":321},{""stimulus"":""img/2to3/4.png"",""time"":430},{""stimulus"":""img/2to3/5.png"",""time"":539},{""stimulus"":""img/2to3/6.png"",""time"":646},{""stimulus"":""img/2to3/7.png"",""time"":756},{""stimulus"":""img/2to3/8.png"",""time"":863},{""stimulus"":""img/2to3/9.png"",""time"":972},{""stimulus"":""img/2to3/10.png"",""time"":1081},{""stimulus"":""img/2to3/11.png"",""time"":1189},{""stimulus"":""img/2to3/12.png"",""time"":1298}]","[]"
"image-keyboard-response","76","311549","0.0-5.0-1.35","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","190","292","0.5","0.5","3","2","",""
"animation","77","312961","0.0-5.0-2.35","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","190","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":218},{""stimulus"":""img/3to2/3.png"",""time"":328},{""stimulus"":""img/3to2/4.png"",""time"":437},{""stimulus"":""img/3to2/5.png"",""time"":544},{""stimulus"":""img/3to2/6.png"",""time"":651},{""stimulus"":""img/3to2/7.png"",""time"":760},{""stimulus"":""img/3to2/8.png"",""time"":869},{""stimulus"":""img/3to2/9.png"",""time"":978},{""stimulus"":""img/3to2/10.png"",""time"":1086},{""stimulus"":""img/3to2/11.png"",""time"":1195},{""stimulus"":""img/3to2/12.png"",""time"":1304}]","[]"
"image-keyboard-response","78","314342","0.0-5.0-1.36","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","1379","","img/2to1/1.png","1","","189","579","0.5","0.5","2","1","",""
"animation","79","315752","0.0-5.0-2.36","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","189","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":215},{""stimulus"":""img/2to1/3.png"",""time"":323},{""stimulus"":""img/2to1/4.png"",""time"":433},{""stimulus"":""img/2to1/5.png"",""time"":541},{""stimulus"":""img/2to1/6.png"",""time"":648},{""stimulus"":""img/2to1/7.png"",""time"":756},{""stimulus"":""img/2to1/8.png"",""time"":864},{""stimulus"":""img/2to1/9.png"",""time"":974},{""stimulus"":""img/2to1/10.png"",""time"":1084},{""stimulus"":""img/2to1/11.png"",""time"":1192},{""stimulus"":""img/2to1/12.png"",""time"":1301}]","[]"
"image-keyboard-response","80","316281","0.0-5.0-1.37","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","188","522","0.5","0.5","1","3","",""
"animation","81","317693","0.0-5.0-2.37","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","188","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":218},{""stimulus"":""img/1to3/3.png"",""time"":326},{""stimulus"":""img/1to3/4.png"",""time"":435},{""stimulus"":""img/1to3/5.png"",""time"":543},{""stimulus"":""img/1to3/6.png"",""time"":652},{""stimulus"":""img/1to3/7.png"",""time"":762},{""stimulus"":""img/1to3/8.png"",""time"":872},{""stimulus"":""img/1to3/9.png"",""time"":982},{""stimulus"":""img/1to3/10.png"",""time"":1090},{""stimulus"":""img/1to3/11.png"",""time"":1199},{""stimulus"":""img/1to3/12.png"",""time"":1306}]","[]"
"image-keyboard-response","82","318326","0.0-5.0-1.38","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","187","618","0.5","0.5","3","2","",""
"animation","83","319737","0.0-5.0-2.38","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","187","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":218},{""stimulus"":""img/3to2/3.png"",""time"":327},{""stimulus"":""img/3to2/4.png"",""time"":437},{""stimulus"":""img/3to2/5.png"",""time"":544},{""stimulus"":""img/3to2/6.png"",""time"":652},{""stimulus"":""img/3to2/7.png"",""time"":761},{""stimulus"":""img/3to2/8.png"",""time"":869},{""stimulus"":""img/3to2/9.png"",""time"":979},{""stimulus"":""img/3to2/10.png"",""time"":1087},{""stimulus"":""img/3to2/11.png"",""time"":1195},{""stimulus"":""img/3to2/12.png"",""time"":1302}]","[]"
"image-keyboard-response","84","320078","0.0-5.0-1.39","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","339","","img/2to1/1.png","1","","186","279","0.5","0.5","2","1","",""
"animation","85","321485","0.0-5.0-2.39","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","186","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":109},{""stimulus"":""img/2to1/2.png"",""time"":217},{""stimulus"":""img/2to1/3.png"",""time"":324},{""stimulus"":""img/2to1/4.png"",""time"":432},{""stimulus"":""img/2to1/5.png"",""time"":539},{""stimulus"":""img/2to1/6.png"",""time"":648},{""stimulus"":""img/2to1/7.png"",""time"":757},{""stimulus"":""img/2to1/8.png"",""time"":866},{""stimulus"":""img/2to1/9.png"",""time"":975},{""stimulus"":""img/2to1/10.png"",""time"":1081},{""stimulus"":""img/2to1/11.png"",""time"":1190},{""stimulus"":""img/2to1/12.png"",""time"":1299}]","[]"
