"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","numBlurs","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"image-keyboard-response","230","458868","0.0-5.0-1.112","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","113","449","0.5","0.1","1","3","",""
"animation","231","460278","0.0-5.0-2.112","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","113","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":217},{""stimulus"":""img/1to3/3.png"",""time"":326},{""stimulus"":""img/1to3/4.png"",""time"":434},{""stimulus"":""img/1to3/5.png"",""time"":543},{""stimulus"":""img/1to3/6.png"",""time"":651},{""stimulus"":""img/1to3/7.png"",""time"":759},{""stimulus"":""img/1to3/8.png"",""time"":865},{""stimulus"":""img/1to3/9.png"",""time"":974},{""stimulus"":""img/1to3/10.png"",""time"":1083},{""stimulus"":""img/1to3/11.png"",""time"":1192},{""stimulus"":""img/1to3/12.png"",""time"":1301}]","[]"
"image-keyboard-response","232","460928","0.0-5.0-1.113","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","112","642","0.5","0.1","3","1","",""
"animation","233","462341","0.0-5.0-2.113","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","112","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":217},{""stimulus"":""img/3to1/3.png"",""time"":326},{""stimulus"":""img/3to1/4.png"",""time"":434},{""stimulus"":""img/3to1/5.png"",""time"":542},{""stimulus"":""img/3to1/6.png"",""time"":652},{""stimulus"":""img/3to1/7.png"",""time"":760},{""stimulus"":""img/3to1/8.png"",""time"":870},{""stimulus"":""img/3to1/9.png"",""time"":979},{""stimulus"":""img/3to1/10.png"",""time"":1088},{""stimulus"":""img/3to1/11.png"",""time"":1196},{""stimulus"":""img/3to1/12.png"",""time"":1304}]","[]"
"image-keyboard-response","234","462866","0.0-5.0-1.114","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","111","513","0.5","0.1","1","3","",""
"animation","235","464279","0.0-5.0-2.114","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","111","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":323},{""stimulus"":""img/1to3/4.png"",""time"":432},{""stimulus"":""img/1to3/5.png"",""time"":542},{""stimulus"":""img/1to3/6.png"",""time"":651},{""stimulus"":""img/1to3/7.png"",""time"":760},{""stimulus"":""img/1to3/8.png"",""time"":869},{""stimulus"":""img/1to3/9.png"",""time"":976},{""stimulus"":""img/1to3/10.png"",""time"":1086},{""stimulus"":""img/1to3/11.png"",""time"":1195},{""stimulus"":""img/1to3/12.png"",""time"":1304}]","[]"
"image-keyboard-response","236","464541","0.0-5.0-1.115","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","110","253","0.5","0.1","3","1","",""
"animation","237","465950","0.0-5.0-2.115","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","110","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":218},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":433},{""stimulus"":""img/3to1/5.png"",""time"":542},{""stimulus"":""img/3to1/6.png"",""time"":650},{""stimulus"":""img/3to1/7.png"",""time"":758},{""stimulus"":""img/3to1/8.png"",""time"":867},{""stimulus"":""img/3to1/9.png"",""time"":975},{""stimulus"":""img/3to1/10.png"",""time"":1083},{""stimulus"":""img/3to1/11.png"",""time"":1191},{""stimulus"":""img/3to1/12.png"",""time"":1301}]","[]"
"image-keyboard-response","238","466541","0.0-5.0-1.116","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","109","577","0.5","0.1","1","2","",""
"animation","239","467954","0.0-5.0-2.116","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","109","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":217},{""stimulus"":""img/1to2/3.png"",""time"":325},{""stimulus"":""img/1to2/4.png"",""time"":434},{""stimulus"":""img/1to2/5.png"",""time"":544},{""stimulus"":""img/1to2/6.png"",""time"":651},{""stimulus"":""img/1to2/7.png"",""time"":760},{""stimulus"":""img/1to2/8.png"",""time"":869},{""stimulus"":""img/1to2/9.png"",""time"":978},{""stimulus"":""img/1to2/10.png"",""time"":1087},{""stimulus"":""img/1to2/11.png"",""time"":1195},{""stimulus"":""img/1to2/12.png"",""time"":1304}]","[]"
"image-keyboard-response","240","468427","0.0-5.0-1.117","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","472","","img/2to1/1.png","2","","108","509","0.5","0.1","2","3","",""
"animation","241","469843","0.0-5.0-2.117","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","108","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":110},{""stimulus"":""img/2to3/2.png"",""time"":218},{""stimulus"":""img/2to3/3.png"",""time"":326},{""stimulus"":""img/2to3/4.png"",""time"":435},{""stimulus"":""img/2to3/5.png"",""time"":544},{""stimulus"":""img/2to3/6.png"",""time"":653},{""stimulus"":""img/2to3/7.png"",""time"":763},{""stimulus"":""img/2to3/8.png"",""time"":869},{""stimulus"":""img/2to3/9.png"",""time"":977},{""stimulus"":""img/2to3/10.png"",""time"":1087},{""stimulus"":""img/2to3/11.png"",""time"":1196},{""stimulus"":""img/2to3/12.png"",""time"":1307}]","[]"
"image-keyboard-response","242","470045","0.0-5.0-1.118","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","107","188","0.5","0.1","3","1","",""
"animation","243","471451","0.0-5.0-2.118","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","107","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":107},{""stimulus"":""img/3to1/2.png"",""time"":216},{""stimulus"":""img/3to1/3.png"",""time"":324},{""stimulus"":""img/3to1/4.png"",""time"":432},{""stimulus"":""img/3to1/5.png"",""time"":540},{""stimulus"":""img/3to1/6.png"",""time"":648},{""stimulus"":""img/3to1/7.png"",""time"":757},{""stimulus"":""img/3to1/8.png"",""time"":863},{""stimulus"":""img/3to1/9.png"",""time"":972},{""stimulus"":""img/3to1/10.png"",""time"":1079},{""stimulus"":""img/3to1/11.png"",""time"":1189},{""stimulus"":""img/3to1/12.png"",""time"":1298}]","[]"
"image-keyboard-response","244","472116","0.0-5.0-1.119","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","106","662","0.5","0.1","1","2","",""
"animation","245","473527","0.0-5.0-2.119","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","106","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":323},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":647},{""stimulus"":""img/1to2/7.png"",""time"":758},{""stimulus"":""img/1to2/8.png"",""time"":866},{""stimulus"":""img/1to2/9.png"",""time"":975},{""stimulus"":""img/1to2/10.png"",""time"":1081},{""stimulus"":""img/1to2/11.png"",""time"":1192},{""stimulus"":""img/1to2/12.png"",""time"":1300}]","[]"
"image-keyboard-response","246","473812","0.0-5.0-1.120","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","284","","img/2to1/1.png","2","","105","1268","0.5","0.1","2","3","",""
"animation","247","475214","0.0-5.0-2.120","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","105","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":212},{""stimulus"":""img/2to3/3.png"",""time"":320},{""stimulus"":""img/2to3/4.png"",""time"":428},{""stimulus"":""img/2to3/5.png"",""time"":535},{""stimulus"":""img/2to3/6.png"",""time"":643},{""stimulus"":""img/2to3/7.png"",""time"":752},{""stimulus"":""img/2to3/8.png"",""time"":861},{""stimulus"":""img/2to3/9.png"",""time"":968},{""stimulus"":""img/2to3/10.png"",""time"":1076},{""stimulus"":""img/2to3/11.png"",""time"":1184},{""stimulus"":""img/2to3/12.png"",""time"":1293}]","[]"
"image-keyboard-response","248","476033","0.0-5.0-1.121","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","104","803","0.5","0.1","3","1","",""
"animation","249","477445","0.0-5.0-2.121","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","104","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":218},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":433},{""stimulus"":""img/3to1/5.png"",""time"":541},{""stimulus"":""img/3to1/6.png"",""time"":651},{""stimulus"":""img/3to1/7.png"",""time"":760},{""stimulus"":""img/3to1/8.png"",""time"":868},{""stimulus"":""img/3to1/9.png"",""time"":978},{""stimulus"":""img/3to1/10.png"",""time"":1084},{""stimulus"":""img/3to1/11.png"",""time"":1192},{""stimulus"":""img/3to1/12.png"",""time"":1303}]","[]"
"image-keyboard-response","250","477892","0.0-5.0-1.122","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","103","433","0.5","0.1","1","2","",""
"animation","251","479301","0.0-5.0-2.122","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","103","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":216},{""stimulus"":""img/1to2/3.png"",""time"":325},{""stimulus"":""img/1to2/4.png"",""time"":434},{""stimulus"":""img/1to2/5.png"",""time"":543},{""stimulus"":""img/1to2/6.png"",""time"":651},{""stimulus"":""img/1to2/7.png"",""time"":759},{""stimulus"":""img/1to2/8.png"",""time"":866},{""stimulus"":""img/1to2/9.png"",""time"":976},{""stimulus"":""img/1to2/10.png"",""time"":1084},{""stimulus"":""img/1to2/11.png"",""time"":1192},{""stimulus"":""img/1to2/12.png"",""time"":1300}]","[]"
"image-keyboard-response","252","479579","0.0-5.0-1.123","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","276","","img/2to1/1.png","2","","102","305","0.5","0.1","2","3","",""
"animation","253","480987","0.0-5.0-2.123","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","102","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":111},{""stimulus"":""img/2to3/2.png"",""time"":218},{""stimulus"":""img/2to3/3.png"",""time"":326},{""stimulus"":""img/2to3/4.png"",""time"":433},{""stimulus"":""img/2to3/5.png"",""time"":541},{""stimulus"":""img/2to3/6.png"",""time"":649},{""stimulus"":""img/2to3/7.png"",""time"":761},{""stimulus"":""img/2to3/8.png"",""time"":868},{""stimulus"":""img/2to3/9.png"",""time"":976},{""stimulus"":""img/2to3/10.png"",""time"":1083},{""stimulus"":""img/2to3/11.png"",""time"":1193},{""stimulus"":""img/2to3/12.png"",""time"":1301}]","[]"
"image-keyboard-response","254","481974","0.0-5.0-1.124","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","101","979","0.5","0.1","3","1","",""
"animation","255","483377","0.0-5.0-2.124","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","101","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":322},{""stimulus"":""img/3to1/4.png"",""time"":430},{""stimulus"":""img/3to1/5.png"",""time"":538},{""stimulus"":""img/3to1/6.png"",""time"":647},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":862},{""stimulus"":""img/3to1/9.png"",""time"":969},{""stimulus"":""img/3to1/10.png"",""time"":1078},{""stimulus"":""img/3to1/11.png"",""time"":1186},{""stimulus"":""img/3to1/12.png"",""time"":1292}]","[]"
"image-keyboard-response","256","483703","0.0-5.0-1.125","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","100","314","0.5","0.1","1","3","",""
"animation","257","485111","0.0-5.0-2.125","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","100","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":217},{""stimulus"":""img/1to3/3.png"",""time"":326},{""stimulus"":""img/1to3/4.png"",""time"":434},{""stimulus"":""img/1to3/5.png"",""time"":543},{""stimulus"":""img/1to3/6.png"",""time"":652},{""stimulus"":""img/1to3/7.png"",""time"":759},{""stimulus"":""img/1to3/8.png"",""time"":868},{""stimulus"":""img/1to3/9.png"",""time"":976},{""stimulus"":""img/1to3/10.png"",""time"":1084},{""stimulus"":""img/1to3/11.png"",""time"":1192},{""stimulus"":""img/1to3/12.png"",""time"":1301}]","[]"
"image-keyboard-response","258","486208","0.0-5.0-1.126","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","99","1092","0.5","0.1","3","1","",""
"animation","259","487619","0.0-5.0-2.126","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","99","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":216},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":433},{""stimulus"":""img/3to1/5.png"",""time"":541},{""stimulus"":""img/3to1/6.png"",""time"":649},{""stimulus"":""img/3to1/7.png"",""time"":758},{""stimulus"":""img/3to1/8.png"",""time"":868},{""stimulus"":""img/3to1/9.png"",""time"":976},{""stimulus"":""img/3to1/10.png"",""time"":1085},{""stimulus"":""img/3to1/11.png"",""time"":1194},{""stimulus"":""img/3to1/12.png"",""time"":1303}]","[]"
"image-keyboard-response","260","487960","0.0-5.0-1.127","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","98","339","0.5","0.1","1","3","",""
"animation","261","489369","0.0-5.0-2.127","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","98","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":215},{""stimulus"":""img/1to3/3.png"",""time"":323},{""stimulus"":""img/1to3/4.png"",""time"":431},{""stimulus"":""img/1to3/5.png"",""time"":539},{""stimulus"":""img/1to3/6.png"",""time"":649},{""stimulus"":""img/1to3/7.png"",""time"":758},{""stimulus"":""img/1to3/8.png"",""time"":868},{""stimulus"":""img/1to3/9.png"",""time"":976},{""stimulus"":""img/1to3/10.png"",""time"":1083},{""stimulus"":""img/1to3/11.png"",""time"":1192},{""stimulus"":""img/1to3/12.png"",""time"":1300}]","[]"
"image-keyboard-response","262","489712","0.0-5.0-1.128","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","97","328","0.5","0.1","3","2","",""
"animation","263","491127","0.0-5.0-2.128","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","97","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":107},{""stimulus"":""img/3to2/2.png"",""time"":216},{""stimulus"":""img/3to2/3.png"",""time"":326},{""stimulus"":""img/3to2/4.png"",""time"":435},{""stimulus"":""img/3to2/5.png"",""time"":543},{""stimulus"":""img/3to2/6.png"",""time"":652},{""stimulus"":""img/3to2/7.png"",""time"":760},{""stimulus"":""img/3to2/8.png"",""time"":871},{""stimulus"":""img/3to2/9.png"",""time"":980},{""stimulus"":""img/3to2/10.png"",""time"":1088},{""stimulus"":""img/3to2/11.png"",""time"":1196},{""stimulus"":""img/3to2/12.png"",""time"":1306}]","[]"
"image-keyboard-response","264","491323","0.0-5.0-1.129","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","196","","img/2to1/1.png","1","","96","347","0.5","0.1","2","1","",""
"animation","265","492734","0.0-5.0-2.129","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","96","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":114},{""stimulus"":""img/2to1/2.png"",""time"":222},{""stimulus"":""img/2to1/3.png"",""time"":329},{""stimulus"":""img/2to1/4.png"",""time"":438},{""stimulus"":""img/2to1/5.png"",""time"":543},{""stimulus"":""img/2to1/6.png"",""time"":651},{""stimulus"":""img/2to1/7.png"",""time"":761},{""stimulus"":""img/2to1/8.png"",""time"":868},{""stimulus"":""img/2to1/9.png"",""time"":978},{""stimulus"":""img/2to1/10.png"",""time"":1085},{""stimulus"":""img/2to1/11.png"",""time"":1193},{""stimulus"":""img/2to1/12.png"",""time"":1301}]","[]"
"image-keyboard-response","266","493213","0.0-5.0-1.130","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","95","472","0.5","0.1","1","2","",""
"animation","267","494624","0.0-5.0-2.130","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","95","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":216},{""stimulus"":""img/1to2/3.png"",""time"":325},{""stimulus"":""img/1to2/4.png"",""time"":433},{""stimulus"":""img/1to2/5.png"",""time"":542},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":758},{""stimulus"":""img/1to2/8.png"",""time"":866},{""stimulus"":""img/1to2/9.png"",""time"":975},{""stimulus"":""img/1to2/10.png"",""time"":1083},{""stimulus"":""img/1to2/11.png"",""time"":1194},{""stimulus"":""img/1to2/12.png"",""time"":1302}]","[]"
"image-keyboard-response","268","495083","0.0-5.0-1.131","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","458","","img/2to1/1.png","2","","94","341","0.5","0.1","2","3","",""
"animation","269","496493","0.0-5.0-2.131","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","94","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":112},{""stimulus"":""img/2to3/2.png"",""time"":219},{""stimulus"":""img/2to3/3.png"",""time"":326},{""stimulus"":""img/2to3/4.png"",""time"":434},{""stimulus"":""img/2to3/5.png"",""time"":542},{""stimulus"":""img/2to3/6.png"",""time"":650},{""stimulus"":""img/2to3/7.png"",""time"":757},{""stimulus"":""img/2to3/8.png"",""time"":865},{""stimulus"":""img/2to3/9.png"",""time"":975},{""stimulus"":""img/2to3/10.png"",""time"":1083},{""stimulus"":""img/2to3/11.png"",""time"":1192},{""stimulus"":""img/2to3/12.png"",""time"":1301}]","[]"
"image-keyboard-response","270","496910","0.0-5.0-1.132","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","93","410","0.5","0.1","3","1","",""
"animation","271","498319","0.0-5.0-2.132","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","93","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":106},{""stimulus"":""img/3to1/2.png"",""time"":214},{""stimulus"":""img/3to1/3.png"",""time"":323},{""stimulus"":""img/3to1/4.png"",""time"":430},{""stimulus"":""img/3to1/5.png"",""time"":539},{""stimulus"":""img/3to1/6.png"",""time"":647},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":865},{""stimulus"":""img/3to1/9.png"",""time"":975},{""stimulus"":""img/3to1/10.png"",""time"":1083},{""stimulus"":""img/3to1/11.png"",""time"":1191},{""stimulus"":""img/3to1/12.png"",""time"":1301}]","[]"
"image-keyboard-response","272","499218","0.0-5.0-1.133","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","92","897","0.5","0.1","1","2","",""
"animation","273","500628","0.0-5.0-2.133","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","92","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":217},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":433},{""stimulus"":""img/1to2/5.png"",""time"":543},{""stimulus"":""img/1to2/6.png"",""time"":653},{""stimulus"":""img/1to2/7.png"",""time"":760},{""stimulus"":""img/1to2/8.png"",""time"":869},{""stimulus"":""img/1to2/9.png"",""time"":977},{""stimulus"":""img/1to2/10.png"",""time"":1083},{""stimulus"":""img/1to2/11.png"",""time"":1192},{""stimulus"":""img/1to2/12.png"",""time"":1301}]","[]"
"image-keyboard-response","274","500891","0.0-5.0-1.134","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","262","","img/2to1/1.png","2","","91","210","0.5","0.1","2","3","",""
"animation","275","502298","0.0-5.0-2.134","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","91","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":110},{""stimulus"":""img/2to3/2.png"",""time"":217},{""stimulus"":""img/2to3/3.png"",""time"":325},{""stimulus"":""img/2to3/4.png"",""time"":433},{""stimulus"":""img/2to3/5.png"",""time"":540},{""stimulus"":""img/2to3/6.png"",""time"":648},{""stimulus"":""img/2to3/7.png"",""time"":757},{""stimulus"":""img/2to3/8.png"",""time"":868},{""stimulus"":""img/2to3/9.png"",""time"":975},{""stimulus"":""img/2to3/10.png"",""time"":1086},{""stimulus"":""img/2to3/11.png"",""time"":1192},{""stimulus"":""img/2to3/12.png"",""time"":1300}]","[]"
"image-keyboard-response","276","502563","0.0-5.0-1.135","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","90","258","0.5","0.1","3","1","",""
"animation","277","503976","0.0-5.0-2.135","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","90","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":107},{""stimulus"":""img/3to1/2.png"",""time"":217},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":435},{""stimulus"":""img/3to1/5.png"",""time"":543},{""stimulus"":""img/3to1/6.png"",""time"":651},{""stimulus"":""img/3to1/7.png"",""time"":760},{""stimulus"":""img/3to1/8.png"",""time"":869},{""stimulus"":""img/3to1/9.png"",""time"":977},{""stimulus"":""img/3to1/10.png"",""time"":1087},{""stimulus"":""img/3to1/11.png"",""time"":1196},{""stimulus"":""img/3to1/12.png"",""time"":1304}]","[]"
"image-keyboard-response","278","505042","0.0-5.0-1.136","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","89","1057","0.5","0.1","1","3","",""
