"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","137","174600","0.0-5.0-2.65","","","","","","","160","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":107},{""stimulus"":""img/1to3/2.png"",""time"":215},{""stimulus"":""img/1to3/3.png"",""time"":324},{""stimulus"":""img/1to3/4.png"",""time"":432},{""stimulus"":""img/1to3/5.png"",""time"":540},{""stimulus"":""img/1to3/6.png"",""time"":648},{""stimulus"":""img/1to3/7.png"",""time"":756},{""stimulus"":""img/1to3/8.png"",""time"":864},{""stimulus"":""img/1to3/9.png"",""time"":971},{""stimulus"":""img/1to3/10.png"",""time"":1079},{""stimulus"":""img/1to3/11.png"",""time"":1187},{""stimulus"":""img/1to3/12.png"",""time"":1296}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","138","175063","0.0-5.0-1.66","","","null","","img/3to2/1.png","null","159","462","0.5","0.5","3","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","139","176466","0.0-5.0-2.66","","","","","","","159","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":215},{""stimulus"":""img/3to2/3.png"",""time"":322},{""stimulus"":""img/3to2/4.png"",""time"":429},{""stimulus"":""img/3to2/5.png"",""time"":539},{""stimulus"":""img/3to2/6.png"",""time"":647},{""stimulus"":""img/3to2/7.png"",""time"":755},{""stimulus"":""img/3to2/8.png"",""time"":863},{""stimulus"":""img/3to2/9.png"",""time"":970},{""stimulus"":""img/3to2/10.png"",""time"":1079},{""stimulus"":""img/3to2/11.png"",""time"":1187},{""stimulus"":""img/3to2/12.png"",""time"":1295}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","140","176669","0.0-5.0-1.67","","","203","","img/2to1/1.png","1","158","409","0.5","0.5","2","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","141","178070","0.0-5.0-2.67","","","","","","","158","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":214},{""stimulus"":""img/2to1/3.png"",""time"":322},{""stimulus"":""img/2to1/4.png"",""time"":431},{""stimulus"":""img/2to1/5.png"",""time"":538},{""stimulus"":""img/2to1/6.png"",""time"":646},{""stimulus"":""img/2to1/7.png"",""time"":753},{""stimulus"":""img/2to1/8.png"",""time"":861},{""stimulus"":""img/2to1/9.png"",""time"":968},{""stimulus"":""img/2to1/10.png"",""time"":1076},{""stimulus"":""img/2to1/11.png"",""time"":1185},{""stimulus"":""img/2to1/12.png"",""time"":1293}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","142","179090","0.0-5.0-1.68","","","null","","img/1to3/1.png","null","157","1008","0.5","0.5","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","143","180493","0.0-5.0-2.68","","","","","","","157","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":431},{""stimulus"":""img/1to2/5.png"",""time"":540},{""stimulus"":""img/1to2/6.png"",""time"":648},{""stimulus"":""img/1to2/7.png"",""time"":756},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":972},{""stimulus"":""img/1to2/10.png"",""time"":1079},{""stimulus"":""img/1to2/11.png"",""time"":1187},{""stimulus"":""img/1to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","144","181747","0.0-5.0-1.69","","","1253","","img/2to1/1.png","2","156","325","0.5","0.5","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","145","183150","0.0-5.0-2.69","","","","","","","156","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":107},{""stimulus"":""img/2to3/2.png"",""time"":216},{""stimulus"":""img/2to3/3.png"",""time"":323},{""stimulus"":""img/2to3/4.png"",""time"":431},{""stimulus"":""img/2to3/5.png"",""time"":539},{""stimulus"":""img/2to3/6.png"",""time"":647},{""stimulus"":""img/2to3/7.png"",""time"":754},{""stimulus"":""img/2to3/8.png"",""time"":863},{""stimulus"":""img/2to3/9.png"",""time"":971},{""stimulus"":""img/2to3/10.png"",""time"":1079},{""stimulus"":""img/2to3/11.png"",""time"":1188},{""stimulus"":""img/2to3/12.png"",""time"":1295}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","146","183428","0.0-5.0-1.70","","","null","","img/3to2/1.png","null","155","264","0.5","0.5","3","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","147","184831","0.0-5.0-2.70","","","","","","","155","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":217},{""stimulus"":""img/3to2/3.png"",""time"":325},{""stimulus"":""img/3to2/4.png"",""time"":433},{""stimulus"":""img/3to2/5.png"",""time"":540},{""stimulus"":""img/3to2/6.png"",""time"":648},{""stimulus"":""img/3to2/7.png"",""time"":756},{""stimulus"":""img/3to2/8.png"",""time"":865},{""stimulus"":""img/3to2/9.png"",""time"":972},{""stimulus"":""img/3to2/10.png"",""time"":1079},{""stimulus"":""img/3to2/11.png"",""time"":1187},{""stimulus"":""img/3to2/12.png"",""time"":1295}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","148","184993","0.0-5.0-1.71","","","161","","img/2to1/1.png","1","154","283","0.5","0.5","2","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","149","186388","0.0-5.0-2.71","","","","","","","154","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":208},{""stimulus"":""img/2to1/3.png"",""time"":315},{""stimulus"":""img/2to1/4.png"",""time"":424},{""stimulus"":""img/2to1/5.png"",""time"":531},{""stimulus"":""img/2to1/6.png"",""time"":639},{""stimulus"":""img/2to1/7.png"",""time"":748},{""stimulus"":""img/2to1/8.png"",""time"":856},{""stimulus"":""img/2to1/9.png"",""time"":963},{""stimulus"":""img/2to1/10.png"",""time"":1071},{""stimulus"":""img/2to1/11.png"",""time"":1179},{""stimulus"":""img/2to1/12.png"",""time"":1287}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","150","186681","0.0-5.0-1.72","","","null","","img/1to3/1.png","null","153","280","0.5","0.5","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","151","188085","0.0-5.0-2.72","","","","","","","153","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":323},{""stimulus"":""img/1to2/4.png"",""time"":431},{""stimulus"":""img/1to2/5.png"",""time"":541},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":757},{""stimulus"":""img/1to2/8.png"",""time"":865},{""stimulus"":""img/1to2/9.png"",""time"":973},{""stimulus"":""img/1to2/10.png"",""time"":1081},{""stimulus"":""img/1to2/11.png"",""time"":1189},{""stimulus"":""img/1to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","152","188149","0.0-5.0-1.73","","","63","","img/2to1/1.png","2","152","243","0.5","0.5","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","153","189551","0.0-5.0-2.73","","","","","","","152","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":104},{""stimulus"":""img/2to3/2.png"",""time"":213},{""stimulus"":""img/2to3/3.png"",""time"":321},{""stimulus"":""img/2to3/4.png"",""time"":429},{""stimulus"":""img/2to3/5.png"",""time"":538},{""stimulus"":""img/2to3/6.png"",""time"":647},{""stimulus"":""img/2to3/7.png"",""time"":755},{""stimulus"":""img/2to3/8.png"",""time"":863},{""stimulus"":""img/2to3/9.png"",""time"":971},{""stimulus"":""img/2to3/10.png"",""time"":1079},{""stimulus"":""img/2to3/11.png"",""time"":1186},{""stimulus"":""img/2to3/12.png"",""time"":1293}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","154","189799","0.0-5.0-1.74","","","null","","img/3to2/1.png","null","151","243","0.5","0.5","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","155","191204","0.0-5.0-2.74","","","","","","","151","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":107},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":323},{""stimulus"":""img/3to1/4.png"",""time"":432},{""stimulus"":""img/3to1/5.png"",""time"":540},{""stimulus"":""img/3to1/6.png"",""time"":648},{""stimulus"":""img/3to1/7.png"",""time"":757},{""stimulus"":""img/3to1/8.png"",""time"":865},{""stimulus"":""img/3to1/9.png"",""time"":973},{""stimulus"":""img/3to1/10.png"",""time"":1081},{""stimulus"":""img/3to1/11.png"",""time"":1189},{""stimulus"":""img/3to1/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","156","191603","0.0-5.0-1.75","","","null","","img/1to3/1.png","null","150","394","0.5","0.5","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","157","193007","0.0-5.0-2.75","","","","","","","150","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":216},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":433},{""stimulus"":""img/1to2/5.png"",""time"":541},{""stimulus"":""img/1to2/6.png"",""time"":648},{""stimulus"":""img/1to2/7.png"",""time"":756},{""stimulus"":""img/1to2/8.png"",""time"":865},{""stimulus"":""img/1to2/9.png"",""time"":973},{""stimulus"":""img/1to2/10.png"",""time"":1081},{""stimulus"":""img/1to2/11.png"",""time"":1190},{""stimulus"":""img/1to2/12.png"",""time"":1298}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","158","193347","0.0-5.0-1.76","","","339","","img/2to1/1.png","2","149","245","0.5","0.1","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","159","194750","0.0-5.0-2.76","","","","","","","149","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":107},{""stimulus"":""img/2to3/2.png"",""time"":215},{""stimulus"":""img/2to3/3.png"",""time"":323},{""stimulus"":""img/2to3/4.png"",""time"":431},{""stimulus"":""img/2to3/5.png"",""time"":539},{""stimulus"":""img/2to3/6.png"",""time"":646},{""stimulus"":""img/2to3/7.png"",""time"":754},{""stimulus"":""img/2to3/8.png"",""time"":861},{""stimulus"":""img/2to3/9.png"",""time"":969},{""stimulus"":""img/2to3/10.png"",""time"":1077},{""stimulus"":""img/2to3/11.png"",""time"":1186},{""stimulus"":""img/2to3/12.png"",""time"":1294}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","160","196153","0.0-5.0-1.77","","","null","","img/3to2/1.png","null","148","1390","0.5","0.1","3","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","161","197556","0.0-5.0-2.77","","","","","","","148","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":216},{""stimulus"":""img/3to2/3.png"",""time"":324},{""stimulus"":""img/3to2/4.png"",""time"":432},{""stimulus"":""img/3to2/5.png"",""time"":541},{""stimulus"":""img/3to2/6.png"",""time"":648},{""stimulus"":""img/3to2/7.png"",""time"":756},{""stimulus"":""img/3to2/8.png"",""time"":863},{""stimulus"":""img/3to2/9.png"",""time"":971},{""stimulus"":""img/3to2/10.png"",""time"":1079},{""stimulus"":""img/3to2/11.png"",""time"":1187},{""stimulus"":""img/3to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","162","197923","0.0-5.0-1.78","","","367","","img/2to1/1.png","1","147","807","0.5","0.1","2","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","163","199328","0.0-5.0-2.78","","","","","","","147","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":111},{""stimulus"":""img/2to1/2.png"",""time"":218},{""stimulus"":""img/2to1/3.png"",""time"":326},{""stimulus"":""img/2to1/4.png"",""time"":433},{""stimulus"":""img/2to1/5.png"",""time"":541},{""stimulus"":""img/2to1/6.png"",""time"":649},{""stimulus"":""img/2to1/7.png"",""time"":757},{""stimulus"":""img/2to1/8.png"",""time"":865},{""stimulus"":""img/2to1/9.png"",""time"":972},{""stimulus"":""img/2to1/10.png"",""time"":1081},{""stimulus"":""img/2to1/11.png"",""time"":1189},{""stimulus"":""img/2to1/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","164","199621","0.0-5.0-1.79","","","null","","img/1to3/1.png","null","146","279","0.5","0.1","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","165","201027","0.0-5.0-2.79","","","","","","","146","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":325},{""stimulus"":""img/1to3/4.png"",""time"":433},{""stimulus"":""img/1to3/5.png"",""time"":541},{""stimulus"":""img/1to3/6.png"",""time"":649},{""stimulus"":""img/1to3/7.png"",""time"":758},{""stimulus"":""img/1to3/8.png"",""time"":866},{""stimulus"":""img/1to3/9.png"",""time"":973},{""stimulus"":""img/1to3/10.png"",""time"":1082},{""stimulus"":""img/1to3/11.png"",""time"":1190},{""stimulus"":""img/1to3/12.png"",""time"":1298}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","166","201874","0.0-5.0-1.80","","","null","","img/3to2/1.png","null","145","835","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","167","203278","0.0-5.0-2.80","","","","","","","145","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":107},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":322},{""stimulus"":""img/3to1/4.png"",""time"":430},{""stimulus"":""img/3to1/5.png"",""time"":539},{""stimulus"":""img/3to1/6.png"",""time"":647},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":863},{""stimulus"":""img/3to1/9.png"",""time"":971},{""stimulus"":""img/3to1/10.png"",""time"":1079},{""stimulus"":""img/3to1/11.png"",""time"":1186},{""stimulus"":""img/3to1/12.png"",""time"":1295}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","168","203464","0.0-5.0-1.81","","","null","","img/1to3/1.png","null","144","185","0.5","0.1","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","169","204867","0.0-5.0-2.81","","","","","","","144","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":431},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":647},{""stimulus"":""img/1to2/7.png"",""time"":755},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":972},{""stimulus"":""img/1to2/10.png"",""time"":1080},{""stimulus"":""img/1to2/11.png"",""time"":1188},{""stimulus"":""img/1to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","170","205186","0.0-5.0-1.82","","","316","","img/2to1/1.png","2","143","484","0.5","0.1","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","171","206595","0.0-5.0-2.82","","","","","","","143","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":113},{""stimulus"":""img/2to3/2.png"",""time"":222},{""stimulus"":""img/2to3/3.png"",""time"":329},{""stimulus"":""img/2to3/4.png"",""time"":437},{""stimulus"":""img/2to3/5.png"",""time"":545},{""stimulus"":""img/2to3/6.png"",""time"":652},{""stimulus"":""img/2to3/7.png"",""time"":761},{""stimulus"":""img/2to3/8.png"",""time"":869},{""stimulus"":""img/2to3/9.png"",""time"":977},{""stimulus"":""img/2to3/10.png"",""time"":1085},{""stimulus"":""img/2to3/11.png"",""time"":1193},{""stimulus"":""img/2to3/12.png"",""time"":1302}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","172","207445","0.0-5.0-1.83","","","null","","img/3to2/1.png","null","142","848","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","173","208850","0.0-5.0-2.83","","","","","","","142","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":216},{""stimulus"":""img/3to1/3.png"",""time"":324},{""stimulus"":""img/3to1/4.png"",""time"":432},{""stimulus"":""img/3to1/5.png"",""time"":541},{""stimulus"":""img/3to1/6.png"",""time"":650},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":864},{""stimulus"":""img/3to1/9.png"",""time"":972},{""stimulus"":""img/3to1/10.png"",""time"":1081},{""stimulus"":""img/3to1/11.png"",""time"":1188},{""stimulus"":""img/3to1/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","174","209344","0.0-5.0-1.84","","","null","","img/1to3/1.png","null","141","484","0.5","0.1","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","175","210749","0.0-5.0-2.84","","","","","","","141","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":216},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":540},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":756},{""stimulus"":""img/1to2/8.png"",""time"":865},{""stimulus"":""img/1to2/9.png"",""time"":973},{""stimulus"":""img/1to2/10.png"",""time"":1082},{""stimulus"":""img/1to2/11.png"",""time"":1190},{""stimulus"":""img/1to2/12.png"",""time"":1298}]","[]"
