"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","214","245384","0.0-5.0-1.104","","","64","","img/2to1/1.png","2","121","589","0.5","0.1","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","215","246784","0.0-5.0-2.104","","","","","","","121","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":212},{""stimulus"":""img/2to3/3.png"",""time"":320},{""stimulus"":""img/2to3/4.png"",""time"":429},{""stimulus"":""img/2to3/5.png"",""time"":536},{""stimulus"":""img/2to3/6.png"",""time"":644},{""stimulus"":""img/2to3/7.png"",""time"":752},{""stimulus"":""img/2to3/8.png"",""time"":861},{""stimulus"":""img/2to3/9.png"",""time"":968},{""stimulus"":""img/2to3/10.png"",""time"":1077},{""stimulus"":""img/2to3/11.png"",""time"":1185},{""stimulus"":""img/2to3/12.png"",""time"":1292}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","216","246985","0.0-5.0-1.105","","","null","","img/3to2/1.png","null","120","199","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","217","248392","0.0-5.0-2.105","","","","","","","120","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":217},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":433},{""stimulus"":""img/3to1/5.png"",""time"":541},{""stimulus"":""img/3to1/6.png"",""time"":650},{""stimulus"":""img/3to1/7.png"",""time"":758},{""stimulus"":""img/3to1/8.png"",""time"":866},{""stimulus"":""img/3to1/9.png"",""time"":975},{""stimulus"":""img/3to1/10.png"",""time"":1083},{""stimulus"":""img/3to1/11.png"",""time"":1191},{""stimulus"":""img/3to1/12.png"",""time"":1299}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","218","248902","0.0-5.0-1.106","","","null","","img/1to3/1.png","null","119","505","0.5","0.1","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","219","250303","0.0-5.0-2.106","","","","","","","119","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":431},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":647},{""stimulus"":""img/1to2/7.png"",""time"":754},{""stimulus"":""img/1to2/8.png"",""time"":862},{""stimulus"":""img/1to2/9.png"",""time"":970},{""stimulus"":""img/1to2/10.png"",""time"":1077},{""stimulus"":""img/1to2/11.png"",""time"":1185},{""stimulus"":""img/1to2/12.png"",""time"":1293}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","220","250417","0.0-5.0-1.107","","","114","","img/2to1/1.png","2","118","568","0.5","0.1","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","221","251817","0.0-5.0-2.107","","","","","","","118","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":210},{""stimulus"":""img/2to3/3.png"",""time"":319},{""stimulus"":""img/2to3/4.png"",""time"":426},{""stimulus"":""img/2to3/5.png"",""time"":535},{""stimulus"":""img/2to3/6.png"",""time"":643},{""stimulus"":""img/2to3/7.png"",""time"":751},{""stimulus"":""img/2to3/8.png"",""time"":860},{""stimulus"":""img/2to3/9.png"",""time"":969},{""stimulus"":""img/2to3/10.png"",""time"":1077},{""stimulus"":""img/2to3/11.png"",""time"":1184},{""stimulus"":""img/2to3/12.png"",""time"":1292}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","222","252758","0.0-5.0-1.108","","","null","","img/3to2/1.png","null","117","940","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","223","254164","0.0-5.0-2.108","","","","","","","117","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":323},{""stimulus"":""img/3to1/4.png"",""time"":431},{""stimulus"":""img/3to1/5.png"",""time"":539},{""stimulus"":""img/3to1/6.png"",""time"":648},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":865},{""stimulus"":""img/3to1/9.png"",""time"":973},{""stimulus"":""img/3to1/10.png"",""time"":1082},{""stimulus"":""img/3to1/11.png"",""time"":1190},{""stimulus"":""img/3to1/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","224","254457","0.0-5.0-1.109","","","null","","img/1to3/1.png","null","116","282","0.5","0.1","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","225","255860","0.0-5.0-2.109","","","","","","","116","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":215},{""stimulus"":""img/1to3/3.png"",""time"":324},{""stimulus"":""img/1to3/4.png"",""time"":432},{""stimulus"":""img/1to3/5.png"",""time"":540},{""stimulus"":""img/1to3/6.png"",""time"":647},{""stimulus"":""img/1to3/7.png"",""time"":755},{""stimulus"":""img/1to3/8.png"",""time"":863},{""stimulus"":""img/1to3/9.png"",""time"":971},{""stimulus"":""img/1to3/10.png"",""time"":1079},{""stimulus"":""img/1to3/11.png"",""time"":1188},{""stimulus"":""img/1to3/12.png"",""time"":1296}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","226","256953","0.0-5.0-1.110","","","null","","img/3to2/1.png","null","115","1088","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","227","258357","0.0-5.0-2.110","","","","","","","115","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":323},{""stimulus"":""img/3to1/4.png"",""time"":431},{""stimulus"":""img/3to1/5.png"",""time"":539},{""stimulus"":""img/3to1/6.png"",""time"":647},{""stimulus"":""img/3to1/7.png"",""time"":755},{""stimulus"":""img/3to1/8.png"",""time"":863},{""stimulus"":""img/3to1/9.png"",""time"":971},{""stimulus"":""img/3to1/10.png"",""time"":1079},{""stimulus"":""img/3to1/11.png"",""time"":1186},{""stimulus"":""img/3to1/12.png"",""time"":1296}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","228","258881","0.0-5.0-1.111","","","null","","img/1to3/1.png","null","114","511","0.5","0.1","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","229","260285","0.0-5.0-2.111","","","","","","","114","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":540},{""stimulus"":""img/1to2/6.png"",""time"":648},{""stimulus"":""img/1to2/7.png"",""time"":756},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":973},{""stimulus"":""img/1to2/10.png"",""time"":1080},{""stimulus"":""img/1to2/11.png"",""time"":1188},{""stimulus"":""img/1to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","230","260341","0.0-5.0-1.112","","","56","","img/2to1/1.png","2","113","921","0.5","0.1","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","231","261749","0.0-5.0-2.112","","","","","","","113","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":113},{""stimulus"":""img/2to3/2.png"",""time"":221},{""stimulus"":""img/2to3/3.png"",""time"":329},{""stimulus"":""img/2to3/4.png"",""time"":438},{""stimulus"":""img/2to3/5.png"",""time"":545},{""stimulus"":""img/2to3/6.png"",""time"":653},{""stimulus"":""img/2to3/7.png"",""time"":760},{""stimulus"":""img/2to3/8.png"",""time"":868},{""stimulus"":""img/2to3/9.png"",""time"":976},{""stimulus"":""img/2to3/10.png"",""time"":1083},{""stimulus"":""img/2to3/11.png"",""time"":1192},{""stimulus"":""img/2to3/12.png"",""time"":1300}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","232","261982","0.0-5.0-1.113","","","null","","img/3to2/1.png","null","112","229","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","233","263387","0.0-5.0-2.113","","","","","","","112","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":217},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":433},{""stimulus"":""img/3to1/5.png"",""time"":542},{""stimulus"":""img/3to1/6.png"",""time"":649},{""stimulus"":""img/3to1/7.png"",""time"":757},{""stimulus"":""img/3to1/8.png"",""time"":866},{""stimulus"":""img/3to1/9.png"",""time"":973},{""stimulus"":""img/3to1/10.png"",""time"":1081},{""stimulus"":""img/3to1/11.png"",""time"":1189},{""stimulus"":""img/3to1/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","234","263680","0.0-5.0-1.114","","","null","","img/1to3/1.png","null","111","280","0.5","0.1","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","235","265082","0.0-5.0-2.114","","","","","","","111","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":324},{""stimulus"":""img/1to3/4.png"",""time"":433},{""stimulus"":""img/1to3/5.png"",""time"":540},{""stimulus"":""img/1to3/6.png"",""time"":647},{""stimulus"":""img/1to3/7.png"",""time"":755},{""stimulus"":""img/1to3/8.png"",""time"":863},{""stimulus"":""img/1to3/9.png"",""time"":972},{""stimulus"":""img/1to3/10.png"",""time"":1080},{""stimulus"":""img/1to3/11.png"",""time"":1187},{""stimulus"":""img/1to3/12.png"",""time"":1295}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","236","265654","0.0-5.0-1.115","","","null","","img/3to2/1.png","null","110","569","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","237","267060","0.0-5.0-2.115","","","","","","","110","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":217},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":434},{""stimulus"":""img/3to1/5.png"",""time"":541},{""stimulus"":""img/3to1/6.png"",""time"":648},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":865},{""stimulus"":""img/3to1/9.png"",""time"":972},{""stimulus"":""img/3to1/10.png"",""time"":1080},{""stimulus"":""img/3to1/11.png"",""time"":1189},{""stimulus"":""img/3to1/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","238","267986","0.0-5.0-1.116","","","null","","img/1to3/1.png","null","109","921","0.5","0.1","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","239","269386","0.0-5.0-2.116","","","","","","","109","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":430},{""stimulus"":""img/1to2/5.png"",""time"":538},{""stimulus"":""img/1to2/6.png"",""time"":646},{""stimulus"":""img/1to2/7.png"",""time"":753},{""stimulus"":""img/1to2/8.png"",""time"":861},{""stimulus"":""img/1to2/9.png"",""time"":969},{""stimulus"":""img/1to2/10.png"",""time"":1077},{""stimulus"":""img/1to2/11.png"",""time"":1185},{""stimulus"":""img/1to2/12.png"",""time"":1293}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","240","269514","0.0-5.0-1.117","","","128","","img/2to1/1.png","2","108","1131","0.5","0.1","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","241","270912","0.0-5.0-2.117","","","","","","","108","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":103},{""stimulus"":""img/2to3/2.png"",""time"":211},{""stimulus"":""img/2to3/3.png"",""time"":319},{""stimulus"":""img/2to3/4.png"",""time"":427},{""stimulus"":""img/2to3/5.png"",""time"":536},{""stimulus"":""img/2to3/6.png"",""time"":643},{""stimulus"":""img/2to3/7.png"",""time"":751},{""stimulus"":""img/2to3/8.png"",""time"":859},{""stimulus"":""img/2to3/9.png"",""time"":967},{""stimulus"":""img/2to3/10.png"",""time"":1075},{""stimulus"":""img/2to3/11.png"",""time"":1183},{""stimulus"":""img/2to3/12.png"",""time"":1290}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","242","271976","0.0-5.0-1.118","","","null","","img/3to2/1.png","null","107","1062","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","243","273378","0.0-5.0-2.118","","","","","","","107","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":324},{""stimulus"":""img/3to1/4.png"",""time"":432},{""stimulus"":""img/3to1/5.png"",""time"":540},{""stimulus"":""img/3to1/6.png"",""time"":647},{""stimulus"":""img/3to1/7.png"",""time"":755},{""stimulus"":""img/3to1/8.png"",""time"":863},{""stimulus"":""img/3to1/9.png"",""time"":971},{""stimulus"":""img/3to1/10.png"",""time"":1079},{""stimulus"":""img/3to1/11.png"",""time"":1186},{""stimulus"":""img/3to1/12.png"",""time"":1294}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","244","274012","0.0-5.0-1.119","","","null","","img/1to3/1.png","null","106","630","0.5","0.1","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","245","275418","0.0-5.0-2.119","","","","","","","106","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":215},{""stimulus"":""img/1to3/3.png"",""time"":324},{""stimulus"":""img/1to3/4.png"",""time"":431},{""stimulus"":""img/1to3/5.png"",""time"":540},{""stimulus"":""img/1to3/6.png"",""time"":649},{""stimulus"":""img/1to3/7.png"",""time"":756},{""stimulus"":""img/1to3/8.png"",""time"":864},{""stimulus"":""img/1to3/9.png"",""time"":972},{""stimulus"":""img/1to3/10.png"",""time"":1081},{""stimulus"":""img/1to3/11.png"",""time"":1190},{""stimulus"":""img/1to3/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","246","275772","0.0-5.0-1.120","","","null","","img/3to2/1.png","null","105","353","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","247","277176","0.0-5.0-2.120","","","","","","","105","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":324},{""stimulus"":""img/3to1/4.png"",""time"":433},{""stimulus"":""img/3to1/5.png"",""time"":540},{""stimulus"":""img/3to1/6.png"",""time"":649},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":865},{""stimulus"":""img/3to1/9.png"",""time"":974},{""stimulus"":""img/3to1/10.png"",""time"":1080},{""stimulus"":""img/3to1/11.png"",""time"":1189},{""stimulus"":""img/3to1/12.png"",""time"":1295}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","248","277437","0.0-5.0-1.121","","","null","","img/1to3/1.png","null","104","258","0.5","0.1","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","249","278839","0.0-5.0-2.121","","","","","","","104","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":324},{""stimulus"":""img/1to3/4.png"",""time"":432},{""stimulus"":""img/1to3/5.png"",""time"":540},{""stimulus"":""img/1to3/6.png"",""time"":647},{""stimulus"":""img/1to3/7.png"",""time"":755},{""stimulus"":""img/1to3/8.png"",""time"":863},{""stimulus"":""img/1to3/9.png"",""time"":971},{""stimulus"":""img/1to3/10.png"",""time"":1079},{""stimulus"":""img/1to3/11.png"",""time"":1187},{""stimulus"":""img/1to3/12.png"",""time"":1295}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","250","279119","0.0-5.0-1.122","","","null","","img/3to2/1.png","null","103","269","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","251","280524","0.0-5.0-2.122","","","","","","","103","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":107},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":323},{""stimulus"":""img/3to1/4.png"",""time"":432},{""stimulus"":""img/3to1/5.png"",""time"":539},{""stimulus"":""img/3to1/6.png"",""time"":648},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":865},{""stimulus"":""img/3to1/9.png"",""time"":973},{""stimulus"":""img/3to1/10.png"",""time"":1081},{""stimulus"":""img/3to1/11.png"",""time"":1190},{""stimulus"":""img/3to1/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","252","281618","0.0-5.0-1.123","","","null","","img/1to3/1.png","null","102","1087","0.5","0.1","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","253","283019","0.0-5.0-2.123","","","","","","","102","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":323},{""stimulus"":""img/1to2/4.png"",""time"":431},{""stimulus"":""img/1to2/5.png"",""time"":538},{""stimulus"":""img/1to2/6.png"",""time"":647},{""stimulus"":""img/1to2/7.png"",""time"":755},{""stimulus"":""img/1to2/8.png"",""time"":863},{""stimulus"":""img/1to2/9.png"",""time"":971},{""stimulus"":""img/1to2/10.png"",""time"":1078},{""stimulus"":""img/1to2/11.png"",""time"":1185},{""stimulus"":""img/1to2/12.png"",""time"":1293}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","254","283293","0.0-5.0-1.124","","","273","","img/2to1/1.png","2","101","395","0.5","0.1","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","255","284703","0.0-5.0-2.124","","","","","","","101","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":112},{""stimulus"":""img/2to3/2.png"",""time"":220},{""stimulus"":""img/2to3/3.png"",""time"":329},{""stimulus"":""img/2to3/4.png"",""time"":436},{""stimulus"":""img/2to3/5.png"",""time"":544},{""stimulus"":""img/2to3/6.png"",""time"":652},{""stimulus"":""img/2to3/7.png"",""time"":761},{""stimulus"":""img/2to3/8.png"",""time"":869},{""stimulus"":""img/2to3/9.png"",""time"":977},{""stimulus"":""img/2to3/10.png"",""time"":1086},{""stimulus"":""img/2to3/11.png"",""time"":1194},{""stimulus"":""img/2to3/12.png"",""time"":1303}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","256","285396","0.0-5.0-1.125","","","null","","img/3to2/1.png","null","100","687","0.5","0.1","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","257","286798","0.0-5.0-2.125","","","","","","","100","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":216},{""stimulus"":""img/3to1/3.png"",""time"":324},{""stimulus"":""img/3to1/4.png"",""time"":431},{""stimulus"":""img/3to1/5.png"",""time"":540},{""stimulus"":""img/3to1/6.png"",""time"":647},{""stimulus"":""img/3to1/7.png"",""time"":755},{""stimulus"":""img/3to1/8.png"",""time"":863},{""stimulus"":""img/3to1/9.png"",""time"":970},{""stimulus"":""img/3to1/10.png"",""time"":1078},{""stimulus"":""img/3to1/11.png"",""time"":1187},{""stimulus"":""img/3to1/12.png"",""time"":1294}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","258","287045","0.0-5.0-1.126","","","null","","img/1to3/1.png","null","99","242","0.5","0.1","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","259","288449","0.0-5.0-2.126","","","","","","","99","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":217},{""stimulus"":""img/1to2/3.png"",""time"":325},{""stimulus"":""img/1to2/4.png"",""time"":433},{""stimulus"":""img/1to2/5.png"",""time"":540},{""stimulus"":""img/1to2/6.png"",""time"":648},{""stimulus"":""img/1to2/7.png"",""time"":756},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":972},{""stimulus"":""img/1to2/10.png"",""time"":1079},{""stimulus"":""img/1to2/11.png"",""time"":1187},{""stimulus"":""img/1to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","260","288661","0.0-5.0-1.127","","","211","","img/2to1/1.png","2","98","433","0.5","0.1","2","3","",""
