"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","115","168249","0.0-5.0-1.55","","233","","img/2to1/1.png","1","170","471","0.5","0.5","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","116","169537","0.0-5.0-2.55","","","","","","170","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":209},{""stimulus"":""img/2to1/3.png"",""time"":303},{""stimulus"":""img/2to1/4.png"",""time"":398},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":601},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1194}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","117","170460","0.0-5.0-1.56","","null","","img/1to3/1.png","null","169","921","0.5","0.5","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","118","171749","0.0-5.0-2.56","","","","","","169","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":503},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1102},{""stimulus"":""img/1to3/12.png"",""time"":1196}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","119","171999","0.0-5.0-1.57","","null","","img/3to2/1.png","null","168","238","0.5","0.5","3","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","120","173290","0.0-5.0-2.57","","","","","","168","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":203},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":405},{""stimulus"":""img/3to1/5.png"",""time"":500},{""stimulus"":""img/3to1/6.png"",""time"":607},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1198}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","121","173686","0.0-5.0-1.58","","null","","img/1to3/1.png","null","167","395","0.5","0.5","1","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","122","174988","0.0-5.0-2.58","","","","","","167","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":102},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":398},{""stimulus"":""img/1to2/5.png"",""time"":506},{""stimulus"":""img/1to2/6.png"",""time"":599},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":803},{""stimulus"":""img/1to2/9.png"",""time"":897},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1099},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","123","175012","0.0-5.0-1.59","","23","","img/2to1/1.png","2","166","472","0.5","0.5","2","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","124","176299","0.0-5.0-2.59","","","","","","166","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":209},{""stimulus"":""img/2to3/3.png"",""time"":304},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":599},{""stimulus"":""img/2to3/7.png"",""time"":707},{""stimulus"":""img/2to3/8.png"",""time"":792},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","125","177103","0.0-5.0-1.60","","null","","img/3to2/1.png","null","165","800","0.5","0.5","3","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","126","178396","0.0-5.0-2.60","","","","","","165","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":405},{""stimulus"":""img/3to2/5.png"",""time"":498},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":699},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":901},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1199}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","127","178522","0.0-5.0-1.61","","125","","img/2to1/1.png","1","164","363","0.5","0.5","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","128","179811","0.0-5.0-2.61","","","","","","164","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":307},{""stimulus"":""img/2to1/4.png"",""time"":396},{""stimulus"":""img/2to1/5.png"",""time"":511},{""stimulus"":""img/2to1/6.png"",""time"":605},{""stimulus"":""img/2to1/7.png"",""time"":698},{""stimulus"":""img/2to1/8.png"",""time"":807},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","129","180248","0.0-5.0-1.62","","null","","img/1to3/1.png","null","163","423","0.5","0.5","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","130","181536","0.0-5.0-2.62","","","","","","163","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":402},{""stimulus"":""img/1to3/5.png"",""time"":511},{""stimulus"":""img/1to3/6.png"",""time"":604},{""stimulus"":""img/1to3/7.png"",""time"":697},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":994},{""stimulus"":""img/1to3/11.png"",""time"":1103},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","131","182737","0.0-5.0-1.63","","null","","img/3to2/1.png","null","162","1188","0.5","0.5","3","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","132","184028","0.0-5.0-2.63","","","","","","162","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":312},{""stimulus"":""img/3to2/4.png"",""time"":405},{""stimulus"":""img/3to2/5.png"",""time"":498},{""stimulus"":""img/3to2/6.png"",""time"":605},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":994},{""stimulus"":""img/3to2/11.png"",""time"":1089},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","133","184272","0.0-5.0-1.64","","244","","img/2to1/1.png","1","161","449","0.5","0.5","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","134","185571","0.0-5.0-2.64","","","","","","161","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":99},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":302},{""stimulus"":""img/2to1/4.png"",""time"":410},{""stimulus"":""img/2to1/5.png"",""time"":504},{""stimulus"":""img/2to1/6.png"",""time"":598},{""stimulus"":""img/2to1/7.png"",""time"":706},{""stimulus"":""img/2to1/8.png"",""time"":798},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":1003},{""stimulus"":""img/2to1/11.png"",""time"":1089},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","135","185881","0.0-5.0-1.65","","null","","img/1to3/1.png","null","160","298","0.5","0.5","1","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","136","187169","0.0-5.0-2.65","","","","","","160","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":299},{""stimulus"":""img/1to2/4.png"",""time"":404},{""stimulus"":""img/1to2/5.png"",""time"":512},{""stimulus"":""img/1to2/6.png"",""time"":596},{""stimulus"":""img/1to2/7.png"",""time"":700},{""stimulus"":""img/1to2/8.png"",""time"":795},{""stimulus"":""img/1to2/9.png"",""time"":903},{""stimulus"":""img/1to2/10.png"",""time"":995},{""stimulus"":""img/1to2/11.png"",""time"":1091},{""stimulus"":""img/1to2/12.png"",""time"":1196}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","137","187452","0.0-5.0-1.66","","282","","img/2to1/1.png","2","159","286","0.5","0.5","2","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","138","188741","0.0-5.0-2.66","","","","","","159","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":309},{""stimulus"":""img/2to3/4.png"",""time"":403},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":606},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":891},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1188}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","139","189117","0.0-5.0-1.67","","null","","img/3to2/1.png","null","158","369","0.5","0.5","3","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","140","190410","0.0-5.0-2.67","","","","","","158","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":310},{""stimulus"":""img/3to2/4.png"",""time"":396},{""stimulus"":""img/3to2/5.png"",""time"":511},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":693},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":995},{""stimulus"":""img/3to2/11.png"",""time"":1104},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","141","190680","0.0-5.0-1.68","","270","","img/2to1/1.png","1","157","325","0.5","0.5","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","142","191968","0.0-5.0-2.68","","","","","","157","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":211},{""stimulus"":""img/2to1/3.png"",""time"":305},{""stimulus"":""img/2to1/4.png"",""time"":399},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":603},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1104},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","143","192626","0.0-5.0-1.69","","null","","img/1to3/1.png","null","156","651","0.5","0.5","1","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","144","193914","0.0-5.0-2.69","","","","","","156","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":299},{""stimulus"":""img/1to2/4.png"",""time"":406},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":608},{""stimulus"":""img/1to2/7.png"",""time"":699},{""stimulus"":""img/1to2/8.png"",""time"":795},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":992},{""stimulus"":""img/1to2/11.png"",""time"":1092},{""stimulus"":""img/1to2/12.png"",""time"":1190}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","145","194003","0.0-5.0-1.70","","87","","img/2to1/1.png","2","155","549","0.5","0.5","2","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","146","195305","0.0-5.0-2.70","","","","","","155","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":102},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":299},{""stimulus"":""img/2to3/4.png"",""time"":398},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":709},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":1004},{""stimulus"":""img/2to3/11.png"",""time"":1099},{""stimulus"":""img/2to3/12.png"",""time"":1199}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","147","195812","0.0-5.0-1.71","","null","","img/3to2/1.png","null","154","506","0.5","0.5","3","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","148","197115","0.0-5.0-2.71","","","","","","154","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":303},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":505},{""stimulus"":""img/3to2/6.png"",""time"":598},{""stimulus"":""img/3to2/7.png"",""time"":708},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":896},{""stimulus"":""img/3to2/10.png"",""time"":1005},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","149","197376","0.0-5.0-1.72","","261","","img/2to1/1.png","1","153","1262","0.5","0.5","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","150","198670","0.0-5.0-2.72","","","","","","153","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":500},{""stimulus"":""img/2to1/6.png"",""time"":610},{""stimulus"":""img/2to1/7.png"",""time"":704},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":1000},{""stimulus"":""img/2to1/11.png"",""time"":1092},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","151","198869","0.0-5.0-1.73","","null","","img/1to3/1.png","null","152","197","0.5","0.5","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","152","200166","0.0-5.0-2.73","","","","","","152","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":113},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":297},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":497},{""stimulus"":""img/1to3/6.png"",""time"":594},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":1000},{""stimulus"":""img/1to3/11.png"",""time"":1093},{""stimulus"":""img/1to3/12.png"",""time"":1203}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","153","200871","0.0-5.0-1.74","","null","","img/3to2/1.png","null","151","695","0.5","0.5","3","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","154","202160","0.0-5.0-2.74","","","","","","151","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":310},{""stimulus"":""img/3to1/4.png"",""time"":396},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":900},{""stimulus"":""img/3to1/10.png"",""time"":993},{""stimulus"":""img/3to1/11.png"",""time"":1102},{""stimulus"":""img/3to1/12.png"",""time"":1194}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","155","203611","0.0-5.0-1.75","","null","","img/1to3/1.png","null","150","1444","0.5","0.5","1","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","156","204905","0.0-5.0-2.75","","","","","","150","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":111},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":407},{""stimulus"":""img/1to2/5.png"",""time"":501},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":693},{""stimulus"":""img/1to2/8.png"",""time"":799},{""stimulus"":""img/1to2/9.png"",""time"":907},{""stimulus"":""img/1to2/10.png"",""time"":998},{""stimulus"":""img/1to2/11.png"",""time"":1092},{""stimulus"":""img/1to2/12.png"",""time"":1188}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","157","205754","0.0-5.0-1.76","","847","","img/2to1/1.png","2","149","245","0.5","0.1","2","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","158","207058","0.0-5.0-2.76","","","","","","149","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":212},{""stimulus"":""img/2to3/3.png"",""time"":306},{""stimulus"":""img/2to3/4.png"",""time"":401},{""stimulus"":""img/2to3/5.png"",""time"":508},{""stimulus"":""img/2to3/6.png"",""time"":595},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":804},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1101},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","159","207804","0.0-5.0-1.77","","null","","img/3to2/1.png","null","148","735","0.5","0.1","3","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","160","209098","0.0-5.0-2.77","","","","","","148","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":201},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":404},{""stimulus"":""img/3to2/5.png"",""time"":497},{""stimulus"":""img/3to2/6.png"",""time"":605},{""stimulus"":""img/3to2/7.png"",""time"":700},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":902},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1200}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","161","209355","0.0-5.0-1.78","","255","","img/2to1/1.png","1","147","771","0.5","0.1","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","162","210652","0.0-5.0-2.78","","","","","","147","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":303},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":800},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":1002},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1203}]","[]",""
